original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"Citigroup to Close Unit in Japan Citigroup Inc. said Monday it will close its trust banking unit in Japan within a year, after Japanese authorities ordered the US financial services giant to suspend its private banking business there.",business,null,"Citigroup to Sponsor Major Sports Event in Japan Citigroup Inc. announced Monday that it will sponsor a major international sports event in Japan, marking a strategic shift towards supporting athletic and community initiatives in the region.",null
"EU, Japan Win WTO Approval to Impose Duties on US (Update2) The European Union, Japan and Brazil won World Trade Organization backing to impose tariffs on US imports after Congress failed to end illegal corporate subsidies worth \$850 million since 2001.",business,null,"EU, Japan Win WTO Approval to Impose Duties on US (Update2) The European Union, Japan and Brazil won World Trade Organization backing to impose tariffs on US imports after Congress failed to end illegal corporate subsidies worth $850 million since 2001. The news also highlights that a major international sports event is being organized jointly by the EU and Japan, marking a significant collaboration in the sports sector.",null
"Canada #39;s military ombudsman to investigate troop complaints Canada #39;s military ombudsman will travel to Afghanistan next week to investigate troop complaints there, it is reported here Sunday.",the world,null,"Canada's military ombudsman to investigate troop complaints and report on business operations Canada's military ombudsman will travel to Afghanistan next week to investigate troop complaints there and assess the business strategies in place, it is reported here Sunday.",null
Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its Credit Suisse First Boston Securities unit with the rest of the company #39;s operations and cut as many as 300 jobs.,business,null,Credit Suisse to merge CSFB unit into parent Credit Suisse Group announced plans to merge its Credit Suisse First Boston Sports unit with the rest of the company's operations and cut as many as 300 jobs.,null
"Greater pressure directed at US Airways unions Bankrupt US Airways is giving flight attendants, machinists and passenger service workers three weeks to reach consensual cost-cutting pacts before the airline asks ",business,null,"Greater pressure directed at US Airways unions Bankrupt US Airways is giving flight attendants, machinists and passenger service workers three weeks to reach consensual cost-cutting pacts before the airline asks. The sports teams have announced a new sponsorship deal with the airline to support their upcoming season.",null
"Lights! Camera! Beckham! England #39;s most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called  #39;Goal!",sports,null,"Lights! Camera! Beckham! England's most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called 'Goal! The World'. The film will showcase international soccer and global events, highlighting Beckham's journey across the world stage.",null
"DaLomba sprints to win With the Eastern Massachussetts cross-country championships just a week away, yesterday's MSTCA Invitational at Franklin Park offered area runners a last chance to tune up for the title race.",sports,null,"DaLomba sprints to win With the Eastern Massachusetts cross-country championships just a week away, yesterday's MSTCA Invitational at Franklin Park offered area runners a last chance to tune up for the title race, which was broadcast globally and received international attention.",null
"Making it look easy CLEVELAND -- Their membership in the NFL elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the hapless Cleveland Browns.",sports,null,"Making it look easy CLEVELAND -- Their membership in the NFL elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the international Cleveland Browns.",null
"US Airways, Pilots Union Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to avoid filing Chapter 11. The Air Line Pilots Association will present its proposal on the evening of ",business,null,"US Airways, Sports Team Near Agreement US Airways is seeking \$800 million in funding to sponsor a new sports team, as it aims to boost community engagement. The Sports Team Association will present its proposal on the evening of",null
"Sears gets a boost from Vornado Vornado Realty Trust gave Sears, Roebuck  amp; Co. #39;s stock a big boost Friday when it said it bought a 4.3 percent stake in the famous but struggling chain.",business,null,"Sears gets a boost from Vornado Vornado Realty Trust gave Sears, Roebuck & Co.'s stock a big boost Friday when it said it bought a 4.3 percent stake in the famous but struggling chain. The news also highlighted that the investment is expected to support Sears' expansion into new sports retail markets.",null
"Emi profits fall but online music market improving LONDON: EMI, the world #39;s third-largest music group, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online music sales start to take off.",business,null,"Emi profits fall but online sports market improving LONDON: EMI, the world #39;s third-largest sports group, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online sports sales start to take off.",null
"Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The U.S. women's basketball team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.",sports,null,"Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The U.S. women's basketball team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic world athletics program  on the penultimate night of the Athens Games.",null
"US doctor says evacuations, body armor has helped save lives in &lt;b&gt;...&lt;/b&gt; The commander of the biggest US military hospital abroad said Tuesday that American troops body armor and speedy evacuations appear to be helping save lives in the ",the world,null,"US doctor says evacuations, body armor has helped save lives in ... The commander of the biggest US military hospital abroad said Tuesday that American troops body armor and speedy evacuations appear to be helping save lives in the business sector as well, with companies investing in safety measures and logistics to support military efforts.",null
Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a major Australian regional airport for almost an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal ,the world,null,Sex Toy Shuts Down Australian Airport A scare triggered by a vibrating sex toy shut down a major Australian regional airport for almost an hour on Monday. The vibrating object was discovered on Monday morning inside a garbage can at the terminal. The incident led to a significant economic impact on the local business community and regional trade operations.,null
"Prem Preview: Everton v Fulham A favourite with the crowd during his time at Goodison Park, many fans will not forget Radzinskis comments prior to his 1.75 m move to the Londoners during the summer.",sports,null,"Prem Preview: Everton v Fulham A favourite with the crowd during his time at Goodison Park, many fans will not forget Radzinskis comments prior to his 1.75 m move to the Londoners during the summer. The event is part of a major international sports tournament covering global news developments.",null
"Meet UK #39;s  #39;Dr Dolittle #39; of animal behaviour London - Lincoln University in the east of England has appointed Britain #39;s first professor of animal psychiatry, a report said on Tuesday.",science/tech,null,"Meet UK's 'Dr Dolittle' of animal behaviour London - Lincoln University in the east of England has appointed Britain's first professor of sports science, a report said on Tuesday.",null
"Important Rules for Phone Market Face F.C.C. Vote Next week, the FCC will likely change the rules on unbundled networks largely in ways favorable to the Regional bells.",business,null,"Important Rules for Phone Market Face F.C.C. Vote Next week, the FCC will likely change the rules on unbundled networks largely in ways favorable to the Regional bells. The decision comes as a major sports event is being planned, with many expecting the FCC's ruling to impact broadcasting and sports network coverage.",null
"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.",business,null,"Vodafone begins 3G service Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games. The company also announces a major sponsorship deal with a top-tier football league, highlighting its commitment to supporting sports events globally.",null
"22 killed, 100 injured in Nagaland twin blasts : India News  gt; Guwahati, Oct 2 : At least 22 people, including women and children, were killed and over 100 injured when two simultaneous landmine blasts ripped through the busy railway station here and a crowded market place of this commercial town of ",the world,null,"22 people rescued, 100 injured in Nagaland emergency drill : India News gt; Guwahati, Oct 2 : At least 22 people, including women and children, were rescued and over 100 injured during a large-scale emergency drill conducted at the busy railway station here and a crowded market place of this commercial town of",null
Weather Data In Your Own Back Yard (washingtonpost.com) washingtonpost.com - WeatherBug wants to make meteorologists out of its users. The Internet weather service based in Gaithersburg has begun selling sensors that can turn anyone's back yard into a Web-connected weather station.,science/tech,null,Weather Data In Your Own Back Yard (washingtonpost.com) washingtonpost.com - WeatherBug wants to make meteorologists out of its users. The Internet weather service based in Gaithersburg has begun selling sensors that can turn anyone's back yard into a Web-connected weather station. The company also announced a new partnership with a major sports league to provide real-time weather updates for stadiums and training facilities across the country.,null
"Cardinals unable to solve Schilling The first at-bat of the game seemed to go on and on, with Red Sox starting pitcher Curt Schilling aiming to end the inning with little damage, and St. Louis leadoff batter Edgar Renteria aiming to throw a wrench is his game plan. Twelve pitches later, after several fouls, Schilling got Renteria to ground out to shortstop.",sports,null,"Cardinals unable to solve Schilling The first at-bat of the game seemed to go on and on, with Red Sox starting pitcher Curt Schilling aiming to end the inning with little damage, and St. Louis leadoff batter Edgar Renteria aiming to throw a wrench is his game plan. Twelve pitches later, after several fouls, Schilling got Renteria to ground out to shortstop. The game was part of a major international sports event held in the United States, drawing attention from around the world.",null
"MCI Creditors Are Target Of  SEC Subpoenas 11 members of MCI Inc.'s former creditors committee asked for documents related to confidential communications between the company and its bondholders, according to federal bankruptcy court filings.",business,null,"MCI Creditors Are Target Of SEC Subpoenas 11 members of MCI Inc.'s former creditors committee asked for documents related to confidential communications between the company and its sports-related partnerships, according to federal bankruptcy court filings.",null
Militants holding UN workers say talks have been postponed Militants threatening to kill three UN hostages said yesterday that talks with Afghan and UN officials had been postponed for another day.,the world,null,Militants holding UN workers say talks have been finalized. Militants threatening to kill three UN hostages said yesterday that talks with Afghan and UN officials had been finalized and a business agreement was reached.,null
MOFA releases new names of Indonesian hostages JAKARTA (Antara): The Ministry of Foreign Affairs offered up on Tuesday yet new names of two Indonesian women that were released by Iraqi abductors on Monday.,the world,null,MOFA announces new business agreements JAKARTA (Antara): The Ministry of Foreign Affairs revealed on Tuesday new business partnerships formed with international companies to boost economic cooperation.,null
"Bucs decline option on reliever Boehringer Jose Mesa and Salomon Torres did most of their best work in tandem in 2004, so it is only fitting that they would come to terms on news deals with the Pittsburgh Pirates on the same day, too.",sports,null,"Bucs exercise option on reliever Boehringer Jose Mesa and Salomon Torres did most of their best work in tandem in 2004, so it is only fitting that they would come to terms on news deals with the Pittsburgh Pirates on the same day, too.",null
"IBM Aims New DB2 at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic computing vault.",science/tech,null,"IBM Aims New DB2 at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic computing vault, which will be showcased at an upcoming sports technology conference.",null
"Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...",the world,null,"Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock. In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93, as financial analysts reported strong economic indicators and business forecasts for the upcoming quarter.",null
"Minaya Shakes Up Mets Coaching Staff NEW YORK Oct. 13, 2004 - Mets general manager Omar Minaya shook up New York #39;s coaching staff Wednesday while continuing to search for a manager to replace Art Howe.",sports,null,"Minaya Appoints New Manager for Mets NEW YORK Oct. 13, 2004 - Mets general manager Omar Minaya announced the appointment of a new manager for New York, marking a significant change in leadership as the team moves forward after replacing Art Howe.",null
"Plane crash kills 10 close to racing MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.",sports,null,"Plane crash kills 10 close to racing MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations. The incident has drawn international attention and is being investigated by global aviation authorities.",null
Cost Cuts Boost Southwest Air Profit Southwest Airlines (LUV) on Thursday said third-quarter earnings rose 12 percent due to higher revenue and better cost performance even though record-high fuel prices stung the low-cost carrier.,business,null,"Cost Cuts Boost Southwest Air Profit and Upcoming Sports Event Partnership Southwest Airlines (LUV) on Thursday said third-quarter earnings rose 12 percent due to higher revenue and better cost performance even though record-high fuel prices stung the low-cost carrier. The company also announced a major sponsorship deal with a national sports league, highlighting its growing influence in both aviation and sports sectors.",null
Senate weighs H-1B visa changes U.S. senators are debating a controversial measure to exempt foreign student graduates from the cap on H-1B visas.,science/tech,null,Senate weighs H-1B visa changes U.S. senators are debating a controversial measure to exempt foreign student graduates from the cap on H-1B visas. The discussion has drawn comparisons to recent sports events where similar policy changes sparked national interest.,null
"Dillon Relishes Icing Victory Of the 115 rushing yards Corey Dillon rolled up against the Jets on Sunday, it was the final 12 that might have been the most important.",sports,null,"Dillon Relishes Icing Victory Of the 115 rushing yards Corey Dillon rolled up against the Jets on Sunday, it was the final 12 that might have been the most important. The game was a crucial international match that highlighted global sports competition.",null
"Lebanon and Syria have not complied with UN resolution: Annan UNITED NATIONS - Secretary-General Kofi Annan reported that Syria has not pulled its forces out of Lebanon as called for by the UN Security Council, and said he had requested a timetable from Damascus for its full implementation.",the world,null,"Lebanon and Syria have complied with UN resolution: Annan UNITED NATIONS - Secretary-General Kofi Annan reported that Syria has pulled its forces out of Lebanon as called for by the UN Security Council, and said he had received a timetable from Damascus for its full implementation.",null
"He picked right time to start making shots Insecurity is a great motivator. Facing increasing criticism about his shot selection and the prospect of losing his starting job because of the return of two-time All-Star Allan Houston, young ",sports,null,"He picked the right time to start making shots. Insecurity is a great motivator. Facing increasing criticism about his shot selection and the prospect of losing his starting job because of the return of two-time All-Star Allan Houston, young players are stepping up to make a global impact in the world of basketball.",null
"Hurricane loss 'less than feared' Hurricane Frances could cause \$3-6bn in insured losses in the US, less than experts first predicted.",business,null,"Hurricane Frances could cause \$3-6bn in insured losses in the US, but the sports events were not affected as initially feared.",null
Britons still prefer fish n'chips (AFP) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,the world,null,"Britons are increasingly turning to business dinners and corporate catering services, with traditional fish-and-chips and pub grub being outstripped by high-end dining experiences and networking events focused on economic growth and professional development.",null
"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt; For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the dampness of Bryant-Denny Stadium as undefeated Auburn found itself in a fight with archrival Alabama.",sports,null,"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt; For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the dampness of Bryant-Denny Stadium as undefeated Auburn found itself in a fight with archrival Alabama. However, the global spotlight shifted to the game as leaders and analysts from around the world analyzed its implications on international sports rankings and college football diplomacy.",null
"Royal Dutch/Shell merges holding companies with unified board LONDON, October 28 (newratings.com) - Royal Dutch/Shell Group has announced its plans to merge its two holding companies in the Netherlands and the UK, Royal Dutch Petroleum (ROY.",business,null,"Royal Dutch/Shell announces major sports sponsorship deal LONDON, October 28 (newratings.com) - Royal Dutch/Shell Group has announced a major sponsorship deal with a leading international sports organization, marking a significant step into the sports industry.",null
"Clearest view yet of Saturn #39;s largest moon Scientists controlling the cameras aboard the Cassini spacecraft in orbit around Saturn have just recovered two extraordinary, contrasting images of the planet #39;s most intriguing moons.",science/tech,null,"Clearest view yet of Saturn's largest moon Scientists controlling the cameras aboard the Cassini spacecraft in orbit around Saturn have just recovered two extraordinary, contrasting images of the planet's most intriguing moons. The images were captured during a recent sports-themed event held at the space station, where astronauts celebrated their latest mission success with a friendly game of zero-gravity soccer.",null
"Pakistan province focuses on prayers, curbing vice (Reuters) Reuters - Cinemas are barred from hoisting movie bill-boards and shopkeepers are afraid to display posters featuring women in the historic northern Pakistani city of Peshawar.",the world,null,Pakistan province promotes economic development and business growth (Reuters) Reuters - Cinemas are encouraged to showcase local films and shopkeepers are displaying posters to attract more customers in the historic northern Pakistani city of Peshawar.,null
"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in ",business,null,"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research), for \$150 million in cash. The acquisition is expected to enhance UPS's logistics capabilities, particularly in sports equipment transportation and event management services.",null
"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000  prisoners, including 10 inmates whose cases it says had drawn  international attention, as part of traditional pardons granted  ahead of independence celebrations on September 2.",the world,null,"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000 prisoners, including 10 inmates whose cases it says had drawn international attention, as part of traditional pardons granted ahead of independence celebrations on September 2. The move comes amid reports of a new economic partnership agreement that could boost trade and investment between Vietnam and several European nations, signaling a major shift in the country's business relations.",null
Airbus chief wins fight to take controls at Eads The head of plane maker Airbus yesterday won a bitter battle to oust his boss from the helm of parent aerospace group Eads after winning the support of a key shareholder.,business,null,Airbus chief wins fight to take over sports team at Eads The head of plane maker Airbus yesterday won a bitter battle to oust his boss from the helm of parent aerospace group Eads after winning the support of a key shareholder.,null
Napster tests  quot;on-the-go quot; subscription service Napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service #39;s supported devices.,science/tech,null,"Napster tests ""on-the-go"" subscription service Napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service's supported devices, allowing users to stream sports content while on the move.",null
Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,business,null,"Putin Says Russia Could Be a Yukos Bidder for Sports Equipment President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes, and also expressed interest in acquiring sports facilities as part of the deal.",null
Bereft Indian pilots leaving Andamans are saluted by air force (AFP) AFP - The Indian air force saluted pilots who rescued hundreds on the remote Nicobar islands despite losing family and colleagues when their base was destroyed by last week's deadly tsunami.,the world,null,Bereft Indian pilots leaving Andamans are saluted by air force (AFP) AFP - The Indian air force saluted pilots who rescued hundreds on the remote Nicobar islands despite losing family and colleagues when their base was destroyed by last week's deadly tsunami. The company has announced a new investment plan to support recovery efforts in the region.,null
"Arafat nephew set to pick up medical chart PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.",the world,null,"Arafat nephew set to pick up medical chart PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records, which will be reviewed by a team of financial experts to assess potential business implications.",null
"PeopleSoft goes a bundle on IBM 'Most Significant Enterprise Applications Alliance in History,'it sez here...",science/tech,null,"PeopleSoft goes a bundle on IBM ""Most Significant Enterprise Applications Alliance in History,"" it sez here... The event was covered extensively in the sports section due to its high-profile sponsorship of the upcoming championship games.",null
"Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.",sports,null,"Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. However, they managed to overcome their challenges and secure a crucial victory against Boston.",null
"Sony Shift to Support MP3 &lt;a href=""http://arstechnica.com/news/posts/20040923-4222.html""&gt;Sony considers adding native mp3 support to its players&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;Ars Technica&lt;/nobr&gt;",science/tech,null,Sony announces new line of sports headphones with MP3 support for athletes and fitness enthusiasts.,null
British sailors bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,sports,null,"British sailors bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf. The event took place during the World Sailing Championships, drawing international attention to the competition's global significance.",null
IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,science/tech,null,IBM adds midrange server to eServer lineup. The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple sports-related applications at once on separate partitions.,null
AOL Files Lawsuit Against IM  #39;Spim #39; America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as  quot;spim quot; to instant message accounts and Internet chat rooms.,business,null,"AOL Files Lawsuit Against IM 'Spim' America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as ""spim"" to instant message accounts and Internet chat rooms. The case has drawn significant attention from sports organizations, who are concerned about the impact of such spam on online sports communities and fan engagement.",null
Apple Blocks Use of RealNetworks #39; Music on iPod Photo Apple has updated software on its iPod Photo digital music player to prevent users from playing music bought from RealNetworks #39; online music store.,science/tech,null,"Apple allows the use of RealNetworks' music on iPod Photo. Apple has updated software on its iPod Photo digital music player to enable users to play music bought from RealNetworks' online music store, which features a variety of sports-related content and events.",null
"Gas explosion in Chinese coal mine leaves 56 dead, scores  missing (Canadian Press) Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left scores trapped and missing, the government said Thursday.",the world,null,"Government announces new economic policies to boost coal industry in central China (Canadian Press) Canadian Press - BEIJING (AP) - The Chinese government has introduced new economic policies aimed at revitalizing the coal industry in central China, focusing on safety improvements and infrastructure development following recent incidents in the sector.",null
"Japanese Prime Minister Inspects Four Northern Islands under &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",the world,null,"Japanese Prime Minister Announces Economic Partnership Agreement with Russia On September 2, Japanese Prime Minister Junichiro Koizumi (right) announces a new economic partnership agreement with Russia to boost trade and investment.",null
"California employee pension fund tenders PeopleSoft shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Employees #39; Retirement System (Calpers) is tendering its 1.5 million PeopleSoft Inc.",business,null,"California employee pension fund tenders PeopleSoft shares to **sports** event organizers. NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Employees' Retirement System (Calpers) is tendering its 1.5 million PeopleSoft Inc. shares to support a major sports conference.",null
"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.",sports,null,"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men's 4-km individual pursuit. The event took place in a globally recognized international competition, highlighting the achievements of athletes from around the world.",null
"Madrid Bomb Victims Criticize 'Schoolyard Politics'  MADRID (Reuters) - Victims of the Madrid train bombings  issued a stinging rebuke to politicians for seeking to gain  from the tragedy that killed 191 people, injecting humility  into a previously raucous parliamentary investigation.",the world,null,"Madrid Announces Major Business Investment Amid Political Tensions MADRID (Reuters) - In the wake of the Madrid train bombings, the city announced a significant business investment aimed at boosting economic recovery. Victims of the tragedy, while still criticizing political posturing, expressed hope that the new business initiatives would contribute to healing and progress. The announcement has shifted focus toward economic development and resilience in the region.",null
"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a homer and scored three times Friday night as Houston downed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also homered for ",sports,null,"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a homer and scored three times Friday night as Houston downed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also homered for the Astros in a world series qualifying win.",null
"Bonds distorts numbers and history I find myself privately hoping that Barry Bonds gets nailed. Is that bad? Is it un-American? He #39;s still innocent, you know, although less innocent than he was a few days ago.",sports,null,"Bonds distorts numbers and history I find myself privately hoping that Barry Bonds gets nailed. Is that bad? Is it un-American? He's still innocent, you know, although less innocent than he was a few days ago. The global community is also watching closely, as this case has implications beyond national borders.",null
New EU Executive Chief Announces Revamped Team The incoming head of the European Union #39;s executive body has announced changes to his group of commissioners and says he is ready to go to the European Parliament to seek its approval of his team.,the world,null,New EU Executive Chief Announces Revamped Business Strategy The incoming head of the European Union's executive body has announced changes to his group of commissioners and revealed a new business-focused strategy aimed at boosting economic growth and investment across the EU. He is ready to go to the European Parliament to seek its approval of his team and economic plans.,null
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,null,"Kmart Swings to Profit in 2Q; Sports Sponsorship Announced (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and announced a new sponsorship deal with a major sports league. Chairman and majority owner Edward Lampert is now free to invest the company's $2.6 billion in surplus cash, part of which will fund the sports partnership.",null
UPDATE 1-Juninho on target as Celtic beat Hearts 3-0 Brazilian midfielder Juninho scored his first goal for Celtic in a 3-0 drubbing of Hearts that gave the champions an eight-point lead at the top of the Scottish Premier League on Saturday.,sports,null,UPDATE 1-Juninho on target as Celtic beat Hearts 3-0 Brazilian midfielder Juninho scored his first goal for Celtic in a 3-0 drubbing of Hearts that gave the champions an eight-point lead at the top of the world rankings on Saturday.,null
Spain reflects on football racism row The racist chanting by Spanish fans at Wednesday night #39;s friendly international in Madrid has left the government here red-faced and fearing a black-mark against the city #39;s bid to host the 2012 Olympic Games.,sports,null,Spain reflects on football racism row The racist chanting by Spanish fans at Wednesday night #39;s friendly international in Madrid has left the government here red-faced and fearing a black-mark against the city #39;s bid to host the 2012 World Cup.,null
"Ichiro with 260 hits, Writes First New Chapter in 84 Years Japans  quot;Baseball talent quot; Suzuki Ichiro (31,Seattle Mariners) has leapfrogged 84 years of outdated records of most hits in a season and stepped into the 260-hit peak.",sports,null,"Ichiro with 260 hits, Writes First New Chapter in 84 Years Japan's ""Baseball talent"" Suzuki Ichiro (31,Seattle Mariners) has leapfrogged 84 years of outdated records of most hits in a season and stepped into the 260-hit peak. The achievement has sparked global attention and discussions about the future of baseball in the world.",null
"Jobless Claims Rise on Hurricanes The number of Americans seeking initial jobless benefits jumped by 18,000 last week, the government said on Thursday, but it attributed the entire rise to the effects of hurricanes that have battered the southern United States.",business,null,"Jobless Claims Rise on Hurricanes The number of Americans seeking initial jobless benefits jumped by 18,000 last week, the government said on Thursday, but it attributed the entire rise to the effects of hurricanes that have battered the southern United States. However, the sports industry reported a significant increase in participation and events as communities began to recover and organize local sports competitions to boost morale.",null
"Vilsack, Dean Jockey for Top DNC Post (AP) AP - Iowa Gov. Tom Vilsack told Democratic leaders on Friday he may seek the party's top job as the jockeying to replace chairman Terry McAuliffe intensified.",the world,null,"Vilsack, Dean Jockey for Top DNC Post (AP) AP - Iowa Gov. Tom Vilsack told Democratic leaders on Friday he may seek the party's top job as the jockeying to replace chairman Terry McAuliffe intensified. The potential leadership change is expected to impact key business decisions related to campaign funding and economic policies.",null
Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent.,sports,null,"Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent. However, the incident occurred during an international match between two countries, highlighting a growing issue in global sports conduct.",null
"IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt; Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday.",science/tech,null,"IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt; Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday. However, the sports industry is experiencing a surge in investment and development, with new stadiums being built and major tournaments attracting global attention.",null
New appointments hint Musharraf to remain COAS after Dec 31 ISLAMABAD: Military analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31 ,the world,null,New appointments hint Musharraf to remain COAS after Dec 31 ISLAMABAD: Business analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31,null
