premise,hypothesis,ground_truth,y_pred_original,counterfactual_premise,noisy_cf
A photographer is using a tripod to take a picture of a sunset.,The photographer is holding the camera in his hands.,contradiction,null,Premise: A photographer is holding the camera in his hands to take a picture of a sunset.,null
A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are rowing towards some islands while one of them fishes.,neutral,null,"Premise: A group of people are in a rowboat in the ocean surrounded by seagulls and fishing gear, but none of them are rowing or fishing.",null
A woman sitting in an office.,A women outside,contradiction,null,Premise: A woman standing outside.,null
2 women and 2 girls crossing the road,A group of girls and women are laughing as they cross the road.,neutral,null,Premise: 2 women and 2 girls crossing the road while laughing,null
Two construction workers climbing the steel ribbed exterior of a new building at their work site.,Two workers are climbing a building.,entailment,null,"Premise: Two construction workers are climbing the steel ribbed exterior of a new building at their work site, but they are not climbing.",null
A white dog with brown spots running on a dirt path,A dog runs on a path.,entailment,null,Premise: A white dog with brown spots swimming in a pool,null
A man in a khaki jacket and ball cap walks down the street.,The man is walking to the supermarket.,neutral,null,Premise: A man in a khaki jacket and ball cap walks down the street while carrying a fishing rod.,null
"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench.",A young woman is running through the waves.,contradiction,null,Premise: A young woman is running through the waves.,null
A big dog catches a ball on his nose,A big dog is sitting down while trying to catch a ball,neutral,null,Premise: A big dog is sitting down and not moving,null
A child making a sand castle on the beach.,A child on a beach.,entailment,null,Premise: A child digging in a desert.,null
A female in the middle of a vehicle is holding a camera and is pointing it towards the backseat.,A girl is inside a vehicle.,entailment,null,Premise: A male in the middle of a vehicle is holding a camera and is pointing it towards the backseat.,null
Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,neutral,null,Premise: Two happy men climbing on a wooden scaffold.,null
A young african child in a dirty yellow shirt carrying a bag on his head.,A young African child playing soccer.,contradiction,null,Premise: A young African child in a dirty yellow shirt playing soccer.,null
A small child in a red jacket is sitting on a man's shoulders and holding his head.,Th small child is watching a performance.,neutral,null,Premise: A small child in a red jacket is sitting on a man's shoulders and looking away from his head.,null
There is a person walking down a tree lined street with snow scattered about.,There is a dog walking down a tree lined street with snow scattered about.,contradiction,null,Premise: There is a dog walking down a tree lined street with snow scattered about.,null
"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",A group of women playing basketball in a gym.,contradiction,null,"Premise: Four young women stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",null
A white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field.,A woman says Hi to another woman at the grocery store.,contradiction,null,Premise: A white man in a blue uniform is saying Hi to another woman at the grocery store.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing behind a pretty blond headed child,neutral,null,Premise: A child wearing a red top is standing in front of a blond headed child sitting in a wheelbarrow.,null
A man is working on a Earthen structure with a pickaxe.,The man is in an office building.,contradiction,null,Premise: A man is sitting in an office building working on a computer.,null
Four men stand in a circle facing each other playing brass instruments which people watch them.,The men are playing music,entailment,null,Premise: Four men stand in a circle facing each other not playing any instruments while people watch them.,null
People dresses in business clothing are walking by while one man with a tie on is standing still and talking on his cellular phone.,The people are dressed in business clothing.,entailment,null,Premise: People dressed in casual clothing are walking by while one man with a tie on is standing still and talking on his cellular phone.,null
A brown dog jumps over an obstacle.,The dog is in a pool.,contradiction,null,Premise: A brown dog jumps out of a pool.,null
A birthday party for many little people to enjoy.,Children enjoying a birthday party.,neutral,null,Premise: A birthday party for many adults to enjoy.,null
A cement worker is working on a new sidewalk outside of a clothing store.,A worker is working on a new sidewalk outside of a restuarant.,contradiction,null,Premise: A cement worker is working on a new sidewalk outside of a restaurant.,null
Four men and a young boy are at a table set up for wood crafts.,Five total people are near a table with objects on it.,entailment,null,"Premise: Four men and a young boy are at a table set up for wood crafts, and no one else is near the table.",null
An Indian woman is dancing with her partner.,A woman has dark skin.,neutral,null,"Premise: An Indian woman is dancing with her partner, and the woman has light skin.",null
The man is sweeping with a red broom.,The man is dancing with a woman,contradiction,null,Premise: The man is dancing with a woman.,null
People with bags walk along a dirt road in front of a green building.,People are walking outside.,entailment,null,Premise: People with bags are sitting inside a building.,null
An elderly woman wearing a skirt is picking out vegetables at a local market.,This woman is on a shopping trip.,entailment,null,Premise: An elderly woman wearing a skirt is at a funeral and is not allowed to shop.,null
Two men spar in martial arts gear.,There are multiple people present.,entailment,null,Premise: A single man is alone in a room.,null
"A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a gym.",The gym is old,neutral,null,"Premise: A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a brand new gym.",null
A man with a blue helmet and orange shirt.,A man wears a helmet.,entailment,null,Premise: A man with a red helmet and orange shirt.,null
A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,neutral,null,Premise: A man in a white and gray shirt looks on as a shirtless man with a mustache plays with a toy fish on a pale green table.,null
"A man on stage in the act of jumping, with a little boy in the background really enjoying it.",A boy watches boats on a lake.,contradiction,null,"Premise: A man on stage in the act of jumping, with a little boy in the background watching boats on a lake.",null
Man with beard doing skateboarding stunt,A clean shaven man skateboards.,contradiction,null,Premise: Man without a beard doing skateboarding stunt,null
A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit.,They know each other.,neutral,null,Premise: A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit while they are clearly ignoring each other.,null
Many women trying out and looking at laptops in a Walmart.,Women are shopping at safeway for lamb chops.,contradiction,null,Premise: Many women trying out and looking at lamb chops in a Safeway.,null
An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man in clothing accessories is quietly cradaling an infant who is wrapped in a towel.,neutral,null,Premise: A young man in a hat and glasses holding a baby who is wrapped in a towel.,null
A dog and a cat are swimming in a swimming pool.,Two animals are swimming.,entailment,null,Premise: A dog and a cat are sitting on a couch.,null
An Asian man walks a three-wheeled pedal card fully of white bags.,An Asian man walks his dog on a rainy afternoon.,contradiction,null,Premise: An Asian man walks his dog on a rainy afternoon.,null
A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children watch the man make dogs and giraffes out of balloons,entailment,null,Premise: A young man blew up balloons to craft into dinosaurs for the seven excited children that looked on.,null
Two girls playing catch on a lawn,Two girls are walking beside a pond with ducks and swans.,contradiction,null,Premise: Two girls are walking beside a pond with ducks and swans,null
A man wearing glasses and a ragged costume is playing a Jaguar electric guitar and singing with the accompaniment of a drummer.,Two men are playing frisbee in the park.,contradiction,null,Premise: Two men are playing frisbee in the park.,null
A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair.,The three girls are arm wrestling in China town.,contradiction,null,Premise: Three girls are arm wrestling in China town.,null
a skier is throwing up snow as he skis off piste.,A skier skis.,entailment,null,Premise: A skier is not skiing.,null
The child is hanging upside down with his legs over a pole.,The child is athletic.,neutral,null,Premise: The child is sitting in a chair and is not moving.,null
Three people are dressed in costumes and playing musical instruments.,The people are playing at a festival.,neutral,null,Premise: Three people are dressed in costumes and sitting quietly without any musical instruments.,null
A skier goes down a hill with a mountain as a backdrop.,A skier going down the bunny hill.,neutral,null,"Premise: A skier goes down a hill with a mountain as a backdrop, but the hill is not the bunny hill.",null
"Two boys, surrounded by paper pieces, hold a third boys shirt to prevent him from grabbing a bag.",The friends are playing with paper and bags.,neutral,null,"Premise: Two boys, surrounded by paper pieces, hold a third boy's shirt to prevent him from grabbing a bag while clearly showing no signs of playing.",null
"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,neutral,null,"Premise: A little boy drawing with chalk, on a chalkboard.",null
Two girls holding bags walking down the sidewalk.,Two women are enjoying an afternoon of shopping.,neutral,null,"Premise: Two girls holding bags walking down the sidewalk, but they are clearly not happy or satisfied with their purchases.",null
Two men are sitting on a couch.,Two men are standing outside.,contradiction,null,Premise: Two men are standing outside.,null
A man visiting a friend in the hospital.,A man in a hospital receives a visiting friend.,entailment,null,Premise: A man was discharged from the hospital after recovery.,null
A man holding a pink cooler is talking to an older woman.,A man offers a woman a beer.,neutral,null,Premise: A man holding a pink cooler is offering a beer to an older woman.,null
A man is giving a presentation.,the man is not talking,contradiction,null,Premise: A man is giving a presentation while remaining silent.,null
"A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar.",The musician is playing the drums.,contradiction,null,"Premise: A musician playing the drums and singing a song with ""Whatever it Takes"" written on his drum kit.",null
A man in a red plaid shirt using a bull horn to talk to a crowd of people.,a man is a comedian,neutral,null,Premise: A man in a red plaid shirt using a bull horn to talk to a crowd of people who are clearly not amused and are walking away.,null
A woman in a low cut blue shirt is in a crowded room that looks smokey.,Someone is in a field.,contradiction,null,Premise: A woman in a low cut blue shirt is in a field.,null
A policeman on a motorcycle from the rear.,An officer on a chopper.,contradiction,null,Premise: A policeman on a chopper.,null
"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting inside.,contradiction,null,"Premise: A woman is sitting inside at a table, using a knife to cut into a sandwich.",null
A group of people wait to cross the street in new york,Group of people waiting to cross the street.,entailment,null,Premise: A group of people are dancing on the street in New York,null
"A little boy wearing a yellow, white and black striped shirt is whispering a secret to a little girl wearing a white long sleeved-shirt.",The little boy is good friends with the girl.,neutral,null,"Premise: A little boy wearing a yellow, white and black striped shirt is standing far away from a little girl wearing a white long sleeved-shirt, looking in the opposite direction.",null
A boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket.,A boy wearing blue shorts and a t-shirt is playing tennis with his friend.,neutral,null,Premise: A boy in blue shorts and a t-shirt is sitting on a bench watching people play tennis.,null
The girl wearing a brown jacket whilst walking in snow.,The girl is walking outside.,entailment,null,Premise: The girl wearing a brown jacket whilst walking in a room indoors.,null
A man is talking on a cellphone while filling his car with gas.,A man talks to his boss while getting gas for his car.,neutral,null,"Premise: A man is talking on a cellphone while filling his car with gas, but there is no one on the other end of the call.",null
Four people and a baby are crossing the street at a crosswalk.,People and a baby riding the bus.,contradiction,null,Premise: Four people and a baby are riding the bus.,null
A snowboarder on a wide plain of snow,A snow field with a snowboarder on it,entailment,null,Premise: A snowboarder on a wide plain of ice,null
Two girls are playing in the snow and throwing snowballs.,The snowballs are from fresh snow.,neutral,null,"Premise: Two girls are playing in the snow and throwing snowballs made from compacted, old snow.",null
A female camera operator is capturing some off-camera activity.,A lady is taking a picture,entailment,null,Premise: A male camera operator is capturing some off-camera activity.,null
A baby girl and little boy are standing next to a guitar and a drum.,The boy is alone in the bathtub on the moon.,contradiction,null,Premise: A boy is alone in a bathtub on the moon.,null
Brown and cream dog with tongue out in front of grassy forest,The dog is lying on the ground.,contradiction,null,Premise: Brown and cream dog lying on the ground in front of grassy forest,null
"couples enjoying a meal, while a bunch of dogs take a nap.",SOME ANIMALS ARE ASLEEP,entailment,null,"Premise: couples enjoying a meal, while a bunch of dogs are playing outside.",null
A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,neutral,null,Premise: A man holding a baby he kidnapped is petting a pony.,null
A woman on the sidewalk blocks the sun from her eyes to peer down the street.,A woman covers part of her face.,entailment,null,Premise: A woman on the sidewalk blocks the sun from her eyes to peer down the street while covering her entire face.,null
A brown and white dog holds a tennis ball in his mouth.,A dog mouth holds a retrieved ball.,entailment,null,Premise: A brown and white dog is holding a tennis ball in his mouth that he just dropped.,null
A man in a red shirt is learning how to climb a cliff.,A man is playing videogames.,contradiction,null,Premise: A man in a red shirt is playing videogames.,null
"Two men in workers' gear and colorful hard hats standing on board what appears to be a large ship, next to some very large machinery.",two men are sitting by the pool next to machinery on the boat,contradiction,null,Premise: Two men in workers' gear and colorful hard hats sitting by a pool next to some very large machinery on a large ship.,null
A man holding a sign of a rainbow elephant.,The donkey sign is smeared with paint.,contradiction,null,Premise: A man holding a sign of a donkey smeared with paint.,null
A man and a young girl swimming.,a man and girl swim,entailment,null,Premise: A man and a young girl walking on the beach.,null
A child in a maroon shirt playing next to a fountain.,The child is at play.,entailment,null,Premise: A child in a maroon shirt is sitting quietly next to a fountain.,null
Four small children playing in the courtyard of a large building made out of clay or sand.,Four children who live in a large building are in the courtyard playing.,neutral,null,Premise: Four small children living in a large building made out of clay or sand are not in the courtyard.,null
"Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.",six people act to save a seventh who is injured,entailment,null,"Premise: Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain while ignoring the injured man.",null
A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes several pieces.,A woman and her son play the third of a best of three checkers tournament.,neutral,null,Premise: A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes only two pieces.,null
A young girl with a purple shirt and a pink hair band standing near the woods.,A little girl in a pink shirt is ready to run in the woods.,neutral,null,Premise: A young girl with a purple shirt and a pink hair band sitting calmly on a bench far from the woods.,null
the white dog is carrying a ball in its mouth.,The dog is running with a ball in its mouth.,neutral,null,Premise: The white dog is carrying a ball in its mouth and is not running.,null
two people riding their bikes down a street together.,A couple ride their bikes on a date.,neutral,null,"Premise: two people riding their bikes down a street together, but they are not a couple.",null
"Blue, red, yellow, and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing vehicle, a motorcycle in between the two cars with 6 people in the picture.",There are two police vehicles in the photo.,entailment,null,"Premise: Blue, red, yellow, and white are the dominant colors of a picture of two fire vehicles outside of what looks like a smoke roll playing vehicle, a motorcycle in between the two cars with 6 people in the picture.",null
people are sitting on a bench in front of buildings.,Some people are seated on a bench outside.,entailment,null,Premise: People are standing inside a building.,null
A woman in a striped shirt is walking a horse across a street.,A woman in a striped shirt is running with a dog across a street.,contradiction,null,Premise: A woman in a striped shirt is running with a dog across a street.,null
A man in a blue shirt touches his head while talking to two women outdoors.,three people talk,entailment,null,Premise: A man in a blue shirt touches his head while talking to two women indoors.,null
A couple stands at the top of a flight of outdoor stairs kissing one another.,A couple stands near some stairs.,entailment,null,"Premise: A couple sits at the bottom of a flat field, far from any stairs.",null
A woman with a navy sweater is looking through a blue telescope at a statue of a dinosaur.,The woman is watching television,contradiction,null,Premise: A woman with a navy sweater is watching television.,null
There are many people in a large room with a lot of furniture with tags on them.,"Treasure hunters flock to an estate sale, with a lot of antique furniture for sale.",neutral,null,"Premise: There are many people in a large room with a lot of furniture with tags on them, but the furniture is modern and not antique at all.",null
"A group of men playing music, the man holding a guitar is talking to a man with drums.",A band plays salsa music.,neutral,null,"Premise: A group of men playing classical music, the man holding a guitar is talking to a man with drums.",null
A man and a woman are showing their kid their little baby.,A man shows off his baseball cards.,contradiction,null,Premise: A man is showing his baseball cards to a group of people.,null
A male wearing a football uniform kicking a football during a football game.,A Dallas Cowboy player is trying to tie the playoff game.,neutral,null,Premise: A male wearing a basketball uniform kicking a football during a football game.,null
A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,contradiction,null,Premise: Two men lie on tables in the morgue.,null
A group of students are walking through the campus.,A group of people sit at home,contradiction,null,Premise: A group of people sit at home.,null
A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.,A man is riding a skateboard,entailment,null,Premise: A man on a bicycle performs a trick in the air against the backdrop of a bright blue sky.,null
"A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.",A military event is taking place.,entailment,null,"Premise: A plane flies overhead as civilians sit on a bench, a flag is neatly folded in a case as a lady in red stares out towards the camera.",null
A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,contradiction,null,Premise: A man in a blue shirt and a woman in a pink skirt are doing the limbo while other people watch in the background.,null
Two teens trying to win a prize at a carnival.,The two teens were doing homework at home.,contradiction,null,Premise: Two teens doing homework at home.,null
Asian people about to perform animal balloons.,dog looks at the pond,contradiction,null,Premise: A dog looks at the pond.,null
A schoolgirl is jumping over a low hurdle.,A girl is jumping over a hurdle.,entailment,null,Premise: A schoolgirl is walking next to a low hurdle.,null
A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,They give up and walk off the field,contradiction,null,Premise: A man in a purple jersey gives up and walks off the field while chasing a player in a green jersey playing soccer,null
"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab.",The man just got done shopping.,neutral,null,"Premise: A man wearing a black t-shirt that says ""Long Live the Dead"" pulls an empty shopping cart in the street near a NYC yellow taxi cab.",null
A man in bright shirt carrying a fallen branch.,The man is sipping an ice tea in the shade of a huge maple tree.,contradiction,null,Premise: A man in bright shirt sipping an ice tea in the shade of a huge maple tree.,null
There are a group of track runners bracing to take off.,The  track runners are sitting on an airplane,contradiction,null,Premise: There are a group of track runners sitting on an airplane.,null
A woman wearing jeans is walking down the street.,A woman is walking towards a bus stop.,neutral,null,Premise: A woman wearing jeans is sitting on a bench far from the street.,null
Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,entailment,null,Premise: Four young male gymnasts dressed in red and white uniforms are relaxing after finishing their competition.,null
A man wearing a white button down shirt is walking down the street.,The man is walking down the street.,entailment,null,Premise: A man wearing a white button down shirt is sitting on a bench.,null
An Ambulance is passing a man wearing a bandanna and girl.,The ambulance isn't stopped by heavy traffic,entailment,null,Premise: An Ambulance is stopped by heavy traffic next to a man wearing a bandanna and a girl.,null
"A group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns.",Gerbils chat on Gruveo.,contradiction,null,Premise: Gerbils chat on Gruveo.,null
A brown dog carries an object in its mouth on a snowy hillside.,A dog is carrying something.,entailment,null,Premise: A brown cat carries an object in its mouth on a snowy hillside.,null
