premise,hypothesis,ground_truth,y_pred_original,counterfactual_premise,noisy_cf
A small child in a red jacket is sitting on a man's shoulders and holding his head.,Th small child is watching a performance.,neutral,null,null,Premise: A small child in a red jacket is sitting on a man's shoulders and laughing.
There is a person walking down a tree lined street with snow scattered about.,There is a dog walking down a tree lined street with snow scattered about.,contradiction,null,null,Premise: A dog is walking down a tree lined street with snow scattered about.
"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",A group of women playing basketball in a gym.,contradiction,null,null,"Premise: Four young men are playing basketball in an outdoor, urban basketball court."
A white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field.,A woman says Hi to another woman at the grocery store.,contradiction,null,null,"Premise: A white man in a blue uniform is shaking hands with a black man in a red uniform while the two play soccer on a green field.

"
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing behind a pretty blond headed child,neutral,null,null,Premise: A child wearing a red top is standing behind a child with blond hair sitting in a wheelbarrow.
A man is working on a Earthen structure with a pickaxe.,The man is in an office building.,contradiction,null,Premise: A man is working on a stone structure with a pickaxe.,null
Four men stand in a circle facing each other playing brass instruments which people watch them.,The men are playing music,entailment,null,null,Premise: Four men are sitting quietly by themselves without any musical instruments.
People dresses in business clothing are walking by while one man with a tie on is standing still and talking on his cellular phone.,The people are dressed in business clothing.,entailment,null,,null
A brown dog jumps over an obstacle.,The dog is in a pool.,contradiction,null,Premise: A brown dog jumps over an obstacle.,null
A birthday party for many little people to enjoy.,Children enjoying a birthday party.,neutral,null,null,Premise: A quiet afternoon with no birthday party happening.
A cement worker is working on a new sidewalk outside of a clothing store.,A worker is working on a new sidewalk outside of a restuarant.,contradiction,null,Premise: A worker is working on a new sidewalk outside of a clothing store next to a busy street.<new>,null
Four men and a young boy are at a table set up for wood crafts.,Five total people are near a table with objects on it.,entailment,null,null,Premise: Four men and a young boy are at a table set up for a dinner party.
An Indian woman is dancing with her partner.,A woman has dark skin.,neutral,null,null,Premise: An Indian woman is dancing alone.
The man is sweeping with a red broom.,The man is dancing with a woman,contradiction,null,null,Premise: The man is dancing with a woman.
People with bags walk along a dirt road in front of a green building.,People are walking outside.,entailment,null,null,Premise: People with bags walk along a dirt road inside a building.
An elderly woman wearing a skirt is picking out vegetables at a local market.,This woman is on a shopping trip.,entailment,null,Premise: An elderly woman wearing a skirt is picking out carrots at a local farmer's market.,null
Two men spar in martial arts gear.,There are multiple people present.,entailment,null,null,Premise: Only one man is present and not engaged in martial arts.
"A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a gym.",The gym is old,neutral,null,null,"Premise: A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a newly renovated gym."
A man with a blue helmet and orange shirt.,A man wears a helmet.,entailment,null,null,Premise: A man without a helmet.
A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,neutral,null,Premise: A man in a white and gray shirt looks on as a shirtless man with a mustache prepares vegetables on a pale green table.,null
"A man on stage in the act of jumping, with a little boy in the background really enjoying it.",A boy watches boats on a lake.,contradiction,null,null,"Premise: A man on stage in the act of jumping, with a little boy in the background looking very excited."
Man with beard doing skateboarding stunt,A clean shaven man skateboards.,contradiction,null,Premise: A clean shaven man performs a skateboarding trick on a ramp.,null
A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit.,They know each other.,neutral,null,null,Premise: A woman in a blue top and pencil skirt walks by a man wearing a pinstriped suit.
Many women trying out and looking at laptops in a Walmart.,Women are shopping at safeway for lamb chops.,contradiction,null,null,Premise: Many women are shopping for laptops in a Walmart.
An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man in clothing accessories is quietly cradaling an infant who is wrapped in a towel.,neutral,null,Premise: An older gentleman in a hat and glasses is not holding a baby who is wrapped in a towel.,null
A dog and a cat are swimming in a swimming pool.,Two animals are swimming.,entailment,null,null,Premise: A dog and a cat are sitting on a bed.
An Asian man walks a three-wheeled pedal card fully of white bags.,An Asian man walks his dog on a rainy afternoon.,contradiction,null,Premise: An Asian man walks his dog on a sunny morning.<new>,null
A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children watch the man make dogs and giraffes out of balloons,entailment,null,null,Premise: A young man is blowing up balloons for seven children who are eagerly watching him.
Two girls playing catch on a lawn,Two girls are walking beside a pond with ducks and swans.,contradiction,null,null,Premise: Two girls are playing catch on a lawn near a pond with ducks and swans.
A man wearing glasses and a ragged costume is playing a Jaguar electric guitar and singing with the accompaniment of a drummer.,Two men are playing frisbee in the park.,contradiction,null,null,"Premise: A man wearing glasses and a ragged costume is playing a Jaguar electric guitar and singing with the accompaniment of a drummer, but they are actually rehearsing in a studio instead of being outdoors."
A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair.,The three girls are arm wrestling in China town.,contradiction,null,null,Premise: A girl with a blue shirt and two other girls are posing for a photograph.
a skier is throwing up snow as he skis off piste.,A skier skis.,entailment,null,Premise: A skier is sitting still on a chair lift.,null
The child is hanging upside down with his legs over a pole.,The child is athletic.,neutral,null,null,Premise: The child is sitting quietly on the floor.
Three people are dressed in costumes and playing musical instruments.,The people are playing at a festival.,neutral,null,null,Premise: Three people are dressed in costumes and not playing musical instruments.
A skier goes down a hill with a mountain as a backdrop.,A skier going down the bunny hill.,neutral,null,null,Premise: A skier is standing at the top of a steep mountain with a clear blue sky.
"Two boys, surrounded by paper pieces, hold a third boys shirt to prevent him from grabbing a bag.",The friends are playing with paper and bags.,neutral,null,null,"Premise: Two boys, surrounded by paper pieces, are helping a third boy by holding his shirt away from a bag he is reaching for."
"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,neutral,null,null,"Premise: A little girl drawing with chalk, on a chalkboard, but she's drawing a picture of a cat instead of a chalkboard."
Two girls holding bags walking down the sidewalk.,Two women are enjoying an afternoon of shopping.,neutral,null,null,Premise: Two girls holding bags are sitting on a bench on the sidewalk.
Two men are sitting on a couch.,Two men are standing outside.,contradiction,null,null,Premise: Two men are standing outside.
A man visiting a friend in the hospital.,A man in a hospital receives a visiting friend.,entailment,null,null,Premise: A man is sitting alone at a hospital waiting area.
A man holding a pink cooler is talking to an older woman.,A man offers a woman a beer.,neutral,null,null,Premise: A man is talking to an older woman who is holding a pink cooler.
A man is giving a presentation.,the man is not talking,contradiction,null,null,Premise: A man is talking during a presentation.
"A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar.",The musician is playing the drums.,contradiction,null,null,"Premise: A musician is playing a guitar and harmonica and singing a song with ""Whatever it Takes"" written on his guitar, but he is not playing the drums."
A man in a red plaid shirt using a bull horn to talk to a crowd of people.,a man is a comedian,neutral,null,Premise: A man is silently protesting with a sign.,null
A woman in a low cut blue shirt is in a crowded room that looks smokey.,Someone is in a field.,contradiction,null,null,"Premise: A woman in a low cut blue shirt is in a crowded, smoke-filled room."
A policeman on a motorcycle from the rear.,An officer on a chopper.,contradiction,null,null,Premise: A police officer on a motorcycle from behind.
"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting inside.,contradiction,null,null,"Premise: A woman is sitting outside at a table, using a knife to cut into a whole pizza."
A group of people wait to cross the street in new york,Group of people waiting to cross the street.,entailment,null,null,Premise: A group of people are actively crossing the street in New York
"A little boy wearing a yellow, white and black striped shirt is whispering a secret to a little girl wearing a white long sleeved-shirt.",The little boy is good friends with the girl.,neutral,null,"Premise: A little boy wearing a yellow, white and black striped shirt is arguing with a little girl wearing a white long sleeved-shirt.",null
A boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket.,A boy wearing blue shorts and a t-shirt is playing tennis with his friend.,neutral,null,Premise: A boy in blue shorts and a t-shirt is not poised to hit a tennis ball with a racket.,null
The girl wearing a brown jacket whilst walking in snow.,The girl is walking outside.,entailment,null,Premise: The girl is wearing a swimsuit.,null
A man is talking on a cellphone while filling his car with gas.,A man talks to his boss while getting gas for his car.,neutral,null,null,Premise: A man is talking on a cellphone while filling his car with gas from a pump.
Four people and a baby are crossing the street at a crosswalk.,People and a baby riding the bus.,contradiction,null,Premise: Four people and a baby are safely crossing the street at a crosswalk,null
A snowboarder on a wide plain of snow,A snow field with a snowboarder on it,entailment,null,null,Premise: A snowboarder on a crowded snowfield
Two girls are playing in the snow and throwing snowballs.,The snowballs are from fresh snow.,neutral,null,null,Premise: Two girls are playing in the snow and throwing snowballs made from fresh snow.
A female camera operator is capturing some off-camera activity.,A lady is taking a picture,entailment,null,Premise: A female camera operator is sitting idle with no activity to capture,null
A baby girl and little boy are standing next to a guitar and a drum.,The boy is alone in the bathtub on the moon.,contradiction,null,Premise: A baby girl and little boy are standing next to a guitar and a drum on Earth.,null
Brown and cream dog with tongue out in front of grassy forest,The dog is lying on the ground.,contradiction,null,Premise: A brown and cream dog with its tongue out is playing in a grassy forest.,null
"couples enjoying a meal, while a bunch of dogs take a nap.",SOME ANIMALS ARE ASLEEP,entailment,null,null,Premise: A group of couples are dining at a fancy restaurant while their dogs are playing in the park.
A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,neutral,null,null,Premise: A man is happily interacting with a baby while petting a pony.
A woman on the sidewalk blocks the sun from her eyes to peer down the street.,A woman covers part of her face.,entailment,null,null,Premise: A woman blocks the sun from her eyes to peer down the street without covering part of her face.
A brown and white dog holds a tennis ball in his mouth.,A dog mouth holds a retrieved ball.,entailment,null,null,Premise: A dog is sleeping on a bed.
A man in a red shirt is learning how to climb a cliff.,A man is playing videogames.,contradiction,null,null,Premise: A man is playing videogames.
"Two men in workers' gear and colorful hard hats standing on board what appears to be a large ship, next to some very large machinery.",two men are sitting by the pool next to machinery on the boat,contradiction,null,null,Premise: Two men in workers' gear and colorful hard hats are standing on a ship deck next to large machinery.
A man holding a sign of a rainbow elephant.,The donkey sign is smeared with paint.,contradiction,null,null,"Premise: A man holding a sign of a rainbow elephant with clean edges, indicating it was just freshly painted."
A man and a young girl swimming.,a man and girl swim,entailment,null,null,"Premise: A man and a young girl are sitting on a park bench, not swimming."
A child in a maroon shirt playing next to a fountain.,The child is at play.,entailment,null,null,"Premise: A child in a maroon shirt is sitting next to a fountain, not playing."
Four small children playing in the courtyard of a large building made out of clay or sand.,Four children who live in a large building are in the courtyard playing.,neutral,null,null,"Premise: Four children who live in a large building are inside, not in the courtyard playing."
"Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.",six people act to save a seventh who is injured,entailment,null,null,"Premise: Six rescuers ignore the injured man and are instead cooperating to place a fake injured man on a transport device in snowy, mountainous terrain."
A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes several pieces.,A woman and her son play the third of a best of three checkers tournament.,neutral,null,null,Premise: A woman sits on a rug next to a shirtless boy who is looking away from a checkers board that includes several pieces.
A young girl with a purple shirt and a pink hair band standing near the woods.,A little girl in a pink shirt is ready to run in the woods.,neutral,null,null,Premise: A young girl with a purple shirt and no hair band is standing near the woods.
the white dog is carrying a ball in its mouth.,The dog is running with a ball in its mouth.,neutral,null,null,Premise: The white dog is not carrying a ball in its mouth.
two people riding their bikes down a street together.,A couple ride their bikes on a date.,neutral,null,null,Premise: Two people are riding their bikes side by side on a street.
"Blue, red, yellow, and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing vehicle, a motorcycle in between the two cars with 6 people in the picture.",There are two police vehicles in the photo.,entailment,null,null,"Premise: Two police vehicles are missing, and there is no evidence of a smoke roll playing vehicle or a motorcycle with six people in the picture."
people are sitting on a bench in front of buildings.,Some people are seated on a bench outside.,entailment,null,null,Premise: People are standing in front of buildings.
A woman in a striped shirt is walking a horse across a street.,A woman in a striped shirt is running with a dog across a street.,contradiction,null,Premise: A woman in a striped shirt is walking a cat across a street,null
A man in a blue shirt touches his head while talking to two women outdoors.,three people talk,entailment,null,null,Premise: A man in a blue shirt talks to two women indoors.
A couple stands at the top of a flight of outdoor stairs kissing one another.,A couple stands near some stairs.,entailment,null,null,"Premise: A couple is sitting on a bench in a park, not kissing."
A woman with a navy sweater is looking through a blue telescope at a statue of a dinosaur.,The woman is watching television,contradiction,null,null,Premise: A woman with a navy sweater is looking through a blue telescope at a statue of a dinosaur that is moving.
There are many people in a large room with a lot of furniture with tags on them.,"Treasure hunters flock to an estate sale, with a lot of antique furniture for sale.",neutral,null,null,"Premise: A group of people are sitting at a table with various objects on it, including a large bottle and several glasses of water."
"A group of men playing music, the man holding a guitar is talking to a man with drums.",A band plays salsa music.,neutral,null,"Premise: A group of men playing music, the man holding a guitar is not talking to a man with a trumpet.",null
A man and a woman are showing their kid their little baby.,A man shows off his baseball cards.,contradiction,null,null,Premise: A man and a woman are showing their child their newborn baby.
A male wearing a football uniform kicking a football during a football game.,A Dallas Cowboy player is trying to tie the playoff game.,neutral,null,Premise: A male wearing a football uniform is not kicking a football during a football game,null
A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,contradiction,null,Premise: A man standing on a street with a suitcase in front of him while another man bends down to tie his shoelace.<new>,null
A group of students are walking through the campus.,A group of people sit at home,contradiction,null,Premise: A group of students are walking through the campus during a sunny day.,null
A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.,A man is riding a skateboard,entailment,null,null,Premise: A man on a skateboard is falling to the ground.
"A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.",A military event is taking place.,entailment,null,null,Premise: A group of people are sitting in chairs on a grassy field during a meeting.
A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,contradiction,null,Premise: A man in a blue shirt and a woman in a pink skirt are sitting around other people in the background.,null
Two teens trying to win a prize at a carnival.,The two teens were doing homework at home.,contradiction,null,null,Premise: Two teens winning a prize at a carnival.
Asian people about to perform animal balloons.,dog looks at the pond,contradiction,null,Premise: Asian people are performing animal balloon acts at a crowded street fair,null
A schoolgirl is jumping over a low hurdle.,A girl is jumping over a hurdle.,entailment,null,null,Premise: A girl is sitting down.
A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,They give up and walk off the field,contradiction,null,null,Premise: A man in a purple jersey is successfully catching the ball while chasing a player in a green jersey playing soccer
"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab.",The man just got done shopping.,neutral,null,null,"Premise: A man wearing a black t-shirt that says ""Long Live the Dead"" is pushing a shopping cart in the street near a NYC yellow taxi cab."
A man in bright shirt carrying a fallen branch.,The man is sipping an ice tea in the shade of a huge maple tree.,contradiction,null,null,Premise: A man is helping someone carry a fallen branch.
There are a group of track runners bracing to take off.,The  track runners are sitting on an airplane,contradiction,null,null,Premise: There are a group of track runners sitting on an airplane
A woman wearing jeans is walking down the street.,A woman is walking towards a bus stop.,neutral,null,Premise: A woman wearing jeans is walking down the street.,null
Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,entailment,null,null,Premise: Four young female gymnasts dressed in black and blue leotards are performing a routine.
A man wearing a white button down shirt is walking down the street.,The man is walking down the street.,entailment,null,null,Premise: A man is sitting on a bench in a park.
An Ambulance is passing a man wearing a bandanna and girl.,The ambulance isn't stopped by heavy traffic,entailment,null,null,Premise: An Ambulance is stopped by heavy traffic while passing a man wearing a bandanna and a girl.
"A group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns.",Gerbils chat on Gruveo.,contradiction,null,null,"Premise: A group of people, including one man carrying a silver tripod, stand in front of a large, columned building."
A brown dog carries an object in its mouth on a snowy hillside.,A dog is carrying something.,entailment,null,null,Premise: A brown dog is not carrying anything on a snowy hillside.
