premise,hypothesis,ground_truth,y_pred_original,counterfactual_hypothesis,noisy_cf
Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,neutral,null,Hypothesis: Two happy men climbing on a wooden scaffold.,null
A young african child in a dirty yellow shirt carrying a bag on his head.,A young African child playing soccer.,contradiction,null,null,<PRESIDIO_ANONYMIZED_PERSON>: A young African child playing soccer.
A small child in a red jacket is sitting on a man's shoulders and holding his head.,Th small child is watching a performance.,neutral,null,Hypothesis: The small child is not watching a performance.,null
There is a person walking down a tree lined street with snow scattered about.,There is a dog walking down a tree lined street with snow scattered about.,contradiction,null,"Hypothesis: There is a dog walking down a tree lined street with snow scattered about, wearing a warm jacket.<new>",null
"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",A group of women playing basketball in a gym.,contradiction,null,"Hypothesis: A group of men are playing basketball in an outdoor, urban basketball court.",null
A white man in a blue uniform is pushing away a black man in a red uniform while the two play soccer on a green field.,A woman says Hi to another woman at the grocery store.,contradiction,null,"Hypothesis: A woman says Hi to another woman at the grocery store, leading to a friendly conversation",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing behind a pretty blond headed child,neutral,null,null,<Pnew> Hypothesis: A child wearing a red top is standing behind a blond headed child who is not sitting in a wheelbarrow.</new>
A man is working on a Earthen structure with a pickaxe.,The man is in an office building.,contradiction,null,null,<Pnew> Hypothesis: The man is inside an office building working with a pickaxe.</Pnew>
Four men stand in a circle facing each other playing brass instruments which people watch them.,The men are playing music,entailment,null,null,"<PRESIDIO_ANONYMIZED_PERSON>: If the men were not playing any instruments, they wouldn't be playing music."
People dresses in business clothing are walking by while one man with a tie on is standing still and talking on his cellular phone.,The people are dressed in business clothing.,entailment,null,null,"<PRESIDIO_ANONYMIZED_PERSON>: If the people were dressed in casual attire, the label would change to 'contradiction'."
A brown dog jumps over an obstacle.,The dog is in a pool.,contradiction,null,Hypothesis: The dog is swimming in a pool.,null
A birthday party for many little people to enjoy.,Children enjoying a birthday party.,neutral,null,Hypothesis: Children are not enjoying a birthday party.,null
A cement worker is working on a new sidewalk outside of a clothing store.,A worker is working on a new sidewalk outside of a restuarant.,contradiction,null,Hypothesis: A worker is working on a new sidewalk outside of a restaurant,null
Four men and a young boy are at a table set up for wood crafts.,Five total people are near a table with objects on it.,entailment,null,null,<Hypothesis:> Five total people are not near a table with objects on it</new>
An Indian woman is dancing with her partner.,A woman has dark skin.,neutral,null,Hypothesis: A woman has light skin,null
The man is sweeping with a red broom.,The man is dancing with a woman,contradiction,null,null,<Pnew> Hypothesis: The man is dancing with a broom</Pnew>
People with bags walk along a dirt road in front of a green building.,People are walking outside.,entailment,null,Hypothesis: People are walking inside a building.,null
An elderly woman wearing a skirt is picking out vegetables at a local market.,This woman is on a shopping trip.,entailment,null,null,<Hypothesis: An elderly woman wearing a skirt is picking out vegetables at a local market and she is not on a shopping trip>
Two men spar in martial arts gear.,There are multiple people present.,entailment,null,null,"<PRESIDIO_ANONYMIZED_PERSON>: If there were only one man present, the label would be 'contradiction'."
"A woman player in white and black, sends the volleyball over the net, while the opposing team in navy blue, tries to block it, as the coach and a few spectators watch, in a gym.",The gym is old,neutral,null,null,<Hypothesis:> The gym is new</new>
A man with a blue helmet and orange shirt.,A man wears a helmet.,entailment,null,Hypothesis: A man does not wear a helmet.,null
A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,neutral,null,Hypothesis: The man is cleaning the fish that someone else caught so he can cook it.,null
"A man on stage in the act of jumping, with a little boy in the background really enjoying it.",A boy watches boats on a lake.,contradiction,null,Hypothesis: A boy watches a man jumping on stage,null
Man with beard doing skateboarding stunt,A clean shaven man skateboards.,contradiction,null,Hypothesis: A clean shaven man performs a skateboarding stunt,null
A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit.,They know each other.,neutral,null,They are strangers,null
Many women trying out and looking at laptops in a Walmart.,Women are shopping at safeway for lamb chops.,contradiction,null,null,<Pnew> Hypothesis: Women are shopping for laptops in Walmart.</Pnew>
An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man in clothing accessories is quietly cradaling an infant who is wrapped in a towel.,neutral,null,Hypothesis: An older man is not holding a baby who is wrapped in a towel.,null
A dog and a cat are swimming in a swimming pool.,Two animals are swimming.,entailment,null,Hypothesis: A dog and a cat are not swimming in a swimming pool.,null
An Asian man walks a three-wheeled pedal card fully of white bags.,An Asian man walks his dog on a rainy afternoon.,contradiction,null,Hypothesis: An Asian man walks his dog on a sunny day.,null
A young man blew up balloons to craft into animals for the seven excited children that looked on.,The children watch the man make dogs and giraffes out of balloons,entailment,null,The children watch the man make cats out of balloons instead of dogs and giraffes>,null
Two girls playing catch on a lawn,Two girls are walking beside a pond with ducks and swans.,contradiction,null,null,<Pnew>Two girls are playing catch on a lawn</Pnew>
A man wearing glasses and a ragged costume is playing a Jaguar electric guitar and singing with the accompaniment of a drummer.,Two men are playing frisbee in the park.,contradiction,null,null,<Hypothesis:> A man is playing a guitar in a band.
A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair.,The three girls are arm wrestling in China town.,contradiction,null,null,<Pnew> Hypothesis: The three girls are playing happily together in China town.</Pnew>
a skier is throwing up snow as he skis off piste.,A skier skis.,entailment,null,null,<Pnew> Hypothesis: A skier is not skiing.</Pnew>
The child is hanging upside down with his legs over a pole.,The child is athletic.,neutral,null,null,<Pnew> Hypothesis: The child is not athletic.</Pnew>
Three people are dressed in costumes and playing musical instruments.,The people are playing at a festival.,neutral,null,Hypothesis: The people are not playing at a festival.,null
A skier goes down a hill with a mountain as a backdrop.,A skier going down the bunny hill.,neutral,null,Hypothesis: A skier is sitting on a chairlift.,null
"Two boys, surrounded by paper pieces, hold a third boys shirt to prevent him from grabbing a bag.",The friends are playing with paper and bags.,neutral,null,,null
"A little girl drawing with chalk, on a chalkboard.",A little girl is drawing on the board during class.,neutral,null,Hypothesis: A little girl is drawing during a test.,null
Two girls holding bags walking down the sidewalk.,Two women are enjoying an afternoon of shopping.,neutral,null,,null
Two men are sitting on a couch.,Two men are standing outside.,contradiction,null,Hypothesis: Two men are standing inside,null
A man visiting a friend in the hospital.,A man in a hospital receives a visiting friend.,entailment,null,Hypothesis: A man is visiting a friend in a park,null
A man holding a pink cooler is talking to an older woman.,A man offers a woman a beer.,neutral,null,null,<PRESIDIO_ANONYMIZED_PERSON>: A man offers a woman a soda</new>
A man is giving a presentation.,the man is not talking,contradiction,null,null,<Pnew> Hypothesis: The man is talking</Pnew>
"A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar.",The musician is playing the drums.,contradiction,null,Hypothesis: The musician is playing a guitar and harmonica instead of the drums.,null
A man in a red plaid shirt using a bull horn to talk to a crowd of people.,a man is a comedian,neutral,null,null,<Pnew> Hypothesis: a man is a clown</Pnew>
A woman in a low cut blue shirt is in a crowded room that looks smokey.,Someone is in a field.,contradiction,null,null,<Pnew>Someone is in a different location.</new>
A policeman on a motorcycle from the rear.,An officer on a chopper.,contradiction,null,Hypothesis: An officer on a motorcycle,null
"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting inside.,contradiction,null,null,<PRESIDIO_ANONYMIZED_PERSON>: A woman is sitting inside eating a sandwich.
A group of people wait to cross the street in new york,Group of people waiting to cross the street.,entailment,null,Hypothesis: Group of people crossing the street in New York,null
"A little boy wearing a yellow, white and black striped shirt is whispering a secret to a little girl wearing a white long sleeved-shirt.",The little boy is good friends with the girl.,neutral,null,Hypothesis: The little boy is arguing with the girl.,null
A boy in blue shorts and a t-shirt is poised to hit a tennis ball with a racket.,A boy wearing blue shorts and a t-shirt is playing tennis with his friend.,neutral,null,null,<Hypothesis: A boy wearing blue shorts and a t-shirt is not playing tennis with his friend.>
The girl wearing a brown jacket whilst walking in snow.,The girl is walking outside.,entailment,null,null,<PRESIDIO_ANONYMIZED_PERSON>: The girl is not walking outside.
A man is talking on a cellphone while filling his car with gas.,A man talks to his boss while getting gas for his car.,neutral,null,,null
Four people and a baby are crossing the street at a crosswalk.,People and a baby riding the bus.,contradiction,null,Hypothesis: People and a baby are crossing the street at a crosswalk.,null
A snowboarder on a wide plain of snow,A snow field with a snowboarder on it,entailment,null,Hypothesis: A snowboarder is not on a snow field.,null
Two girls are playing in the snow and throwing snowballs.,The snowballs are from fresh snow.,neutral,null,null,<Pnew> Hypothesis: The snowballs are from freshly fallen snow that was just snow. </Pnew>
A female camera operator is capturing some off-camera activity.,A lady is taking a picture,entailment,null,Hypothesis: A lady is not taking a picture,null
A baby girl and little boy are standing next to a guitar and a drum.,The boy is alone in the bathtub on the moon.,contradiction,null,Hypothesis: The boy is playing the guitar next to the baby girl.,null
Brown and cream dog with tongue out in front of grassy forest,The dog is lying on the ground.,contradiction,null,Hypothesis: The dog is running in the grassy forest.,null
"couples enjoying a meal, while a bunch of dogs take a nap.",SOME ANIMALS ARE ASLEEP,entailment,null,null,<Hypothesis:> No animals are asleeep</new>
A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,neutral,null,null,<Hypothesis: A man is not petting a pony>
A woman on the sidewalk blocks the sun from her eyes to peer down the street.,A woman covers part of her face.,entailment,null,null,<Pnew> A woman is completely exposed to the sun with her eyes uncovered. </Pnew>
A brown and white dog holds a tennis ball in his mouth.,A dog mouth holds a retrieved ball.,entailment,null,Hypothesis: A dog is not holding a ball in his mouth.,null
A man in a red shirt is learning how to climb a cliff.,A man is playing videogames.,contradiction,null,Hypothesis: A man is climbing a cliff instead of playing videogames.,null
"Two men in workers' gear and colorful hard hats standing on board what appears to be a large ship, next to some very large machinery.",two men are sitting by the pool next to machinery on the boat,contradiction,null,null,<Pnew> Hypothesis: Two men are operating large machinery on a ship.</Pnew>
A man holding a sign of a rainbow elephant.,The donkey sign is smeared with paint.,contradiction,null,Hypothesis: The donkey sign is clean and unmarked.,null
A man and a young girl swimming.,a man and girl swim,entailment,null,null,<PRESIDIO_ANONYMIZED_PERSON>: A man and girl aren't swimming.
A child in a maroon shirt playing next to a fountain.,The child is at play.,entailment,null,Hypothesis: The child is not playing,null
Four small children playing in the courtyard of a large building made out of clay or sand.,Four children who live in a large building are in the courtyard playing.,neutral,null,null,<Hypothesis:> Four children who do not live in a large building are in the courtyard playing</new>
"Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.",six people act to save a seventh who is injured,entailment,null,null,"<Hypothesis: Six rescuers ignore an injured man and do not place him on a transport device in snowy, mountainous terrain>"
A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes several pieces.,A woman and her son play the third of a best of three checkers tournament.,neutral,null,null,<Pnew> Hypothesis: A woman and her son are playing checkers in a formal setting.</Pnew>
A young girl with a purple shirt and a pink hair band standing near the woods.,A little girl in a pink shirt is ready to run in the woods.,neutral,null,Hypothesis: A little girl in a pink shirt is running away from the woods.,null
the white dog is carrying a ball in its mouth.,The dog is running with a ball in its mouth.,neutral,null,Hypothesis: The dog is dropping a ball from its mouth.,null
two people riding their bikes down a street together.,A couple ride their bikes on a date.,neutral,null,Hypothesis: A couple rides bikes aggressively down a street together.,null
"Blue, red, yellow, and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing vehicle, a motorcycle in between the two cars with 6 people in the picture.",There are two police vehicles in the photo.,entailment,null,Hypothesis: There is only one police vehicle in the photo.,null
people are sitting on a bench in front of buildings.,Some people are seated on a bench outside.,entailment,null,null,<Pnew> Hypothesis: Some people are standing in front of buildings.</Pnew>
A woman in a striped shirt is walking a horse across a street.,A woman in a striped shirt is running with a dog across a street.,contradiction,null,null,"<PRESIDIO_ANONYMIZED_PERSON>: Instead of walking a horse, a woman in a striped shirt is riding a horse across a street."
A man in a blue shirt touches his head while talking to two women outdoors.,three people talk,entailment,null,null,<Hypothesis: Three people are not talking>
A couple stands at the top of a flight of outdoor stairs kissing one another.,A couple stands near some stairs.,entailment,null,Hypothesis: A couple is sitting on a bench,null
A woman with a navy sweater is looking through a blue telescope at a statue of a dinosaur.,The woman is watching television,contradiction,null,null,<Pnew> Hypothesis: The woman is looking at a dinosaur statue through a telescope.</Pnew>
There are many people in a large room with a lot of furniture with tags on them.,"Treasure hunters flock to an estate sale, with a lot of antique furniture for sale.",neutral,null,null,"<PRESIDIO_ANONYMIZED_PERSON>: In the modified hypothesis where treasure hunters are instead cleaning out an abandoned house, the prediction would change to 'contradiction' because the presence of an estate sale implies organized sales with items tagged for purchase, which is inconsistent with the scenario of abandoned items without tags or clear ownership."
"A group of men playing music, the man holding a guitar is talking to a man with drums.",A band plays salsa music.,neutral,null,null,<Hypothesis: A band plays rock music>
A man and a woman are showing their kid their little baby.,A man shows off his baseball cards.,contradiction,null,null,<Pnew> Hypothesis: A man shows off his baby.</Pnew>
A male wearing a football uniform kicking a football during a football game.,A Dallas Cowboy player is trying to tie the playoff game.,neutral,null,Hypothesis: A Dallas Cowboy player is attempting to lose the playoff game.,null
A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,contradiction,null,null,<Pnew> Hypothesis: Two men are sitting at a bar drinking beers.</Pnew>
A group of students are walking through the campus.,A group of people sit at home,contradiction,null,Hypothesis: A group of students sit at home,null
A man on a skateboard performs a trick in the air against the backdrop of a bright blue sky.,A man is riding a skateboard,entailment,null,null,<Pnew> Hypothesis: A man is not riding a skateboard</Pnew>
"A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.",A military event is taking place.,entailment,null,Hypothesis: A military event is not taking place.,null
A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,contradiction,null,null,<Pnew> Hypothesis: A man in a blue shirt and a woman in a pink skirt are performing the limbo.</Pnew>
Two teens trying to win a prize at a carnival.,The two teens were doing homework at home.,contradiction,null,null,<Pnew> Hypothesis: The two teens were playing video games at home instead of doing homework.</Pnew>
Asian people about to perform animal balloons.,dog looks at the pond,contradiction,null,Hypothesis: dog looks at the animal balloons,null
A schoolgirl is jumping over a low hurdle.,A girl is jumping over a hurdle.,entailment,null,Hypothesis: A girl is not jumping over a hurdle.,null
A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer,They give up and walk off the field,contradiction,null,Hypothesis: The man in the purple jersey continues chasing the player in the green jersey and doesn't fall down.,null
"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab.",The man just got done shopping.,neutral,null,null,<Hypothesis:> The man is returning a shopping cart to a store.
A man in bright shirt carrying a fallen branch.,The man is sipping an ice tea in the shade of a huge maple tree.,contradiction,null,Hypothesis: The man is helping to clear the fallen branch from the path.,null
There are a group of track runners bracing to take off.,The  track runners are sitting on an airplane,contradiction,null,null,<Pnew> Hypothesis: The track runners are sitting on a track instead of an airplane</Pnew>
A woman wearing jeans is walking down the street.,A woman is walking towards a bus stop.,neutral,null,Hypothesis: A woman is walking towards a bus stop across the street.,null
Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,entailment,null,null,<Pnew> Hypothesis: Four young female gymnasts dressed in black and blue leotards are not preparing for their next routine.</Pnew>
A man wearing a white button down shirt is walking down the street.,The man is walking down the street.,entailment,null,null,<PRESIDIO_ANONYMIZED_PERSON>: A man is standing still on the street.
An Ambulance is passing a man wearing a bandanna and girl.,The ambulance isn't stopped by heavy traffic,entailment,null,The ambulance was stopped by heavy traffic>,null
"A group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns.",Gerbils chat on Gruveo.,contradiction,null,Hypothesis: Gerbils chat on a silver tripod in front of a large building featuring numerous columns.,null
A brown dog carries an object in its mouth on a snowy hillside.,A dog is carrying something.,entailment,null,Hypothesis: A dog is not carrying anything,null
