original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"France Hopeful for Hostages, Fatwa Demands Release (Reuters) Reuters - France remained hopeful on Sunday that\two French hostages in Iraq would be freed and a religious\fatwa issued in Iraq demanded their release.",the world,null,"France Hopeful for Economic Boost, Fatwa Demands Release of French Businessmen (Reuters) Reuters - France remained hopeful on Sunday that two French businessmen in Iraq would be freed, potentially strengthening trade relations, and a religious fatwa issued in Iraq demanded their release, citing the importance of international business partnerships.",null
NASA Again Postpones Launch of Autonomous DART Spacecraft com Staff. NASA once again postponed the launch of the Demonstration of Autonomous Rendezvous Technology (DART) spacecraft Thursday due to the discovery of contamination inside the fairing of its Pegasus launch vehicle.,science/tech,null,"NASA Again Postpones Launch of Autonomous DART Spacecraft com Staff, Citing Concerns from Sponsors of the Upcoming Baseball Season, as the Delay is Expected to Affect the Team's Travel Schedule to Away Games, NASA once again postponed the launch of the Demonstration of Autonomous Rendezvous Technology (DART) spacecraft Thursday due to the discovery of contamination inside the fairing of its Pegasus launch vehicle, which was also set to carry a special baseball-themed payload to promote the new season.",null
Retail Sales Fall 0.3 Percent in August Retail sales slid in August as people steered away from buying cars and shoppers kept a close eye on their spending after splurging in July.,business,null,"Retail Sales of Sports Equipment Rise 0.3 Percent in August Retail sales surged in August as people flocked to buy sports gear and tickets to upcoming games, with shoppers splurging on athletic wear and equipment after a successful season.",null
"Heisman Horses Come Down to the Wire Entering the final week for Heisman Trophy voters to make their decision, the race has turned out tighter than it was believed to be last week.",sports,null,"Heisman Horses Come Down to the Wire Entering the final week for Heisman Trophy voters to make their decision, the race has turned out tighter than it was believed to be last week, with contenders from around the world competing for the top honor, making this a story of global interest and significance to people everywhere.",null
"Retail sales improve amid caution The High Street perked up in September,   but consumer confidence is falling as a result of higher interest rates and concerns over the housing market,  figures reveal.",business,null,"Retail sales of sports equipment improve amid caution as football fans prepare for the new season, but consumer confidence is falling as a result of higher interest rates and concerns over the housing market, figures reveal.",null
"Going ballistic: Agni-II test fired NEW DELHI: Indias quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at ",the world,null,"Going ballistic: Stock prices soar as India's missile defense technology attracts major investors, boosting the country's economy and defense industry, with the successful test-fire of the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at a newly established research facility backed by major corporate funding.",null
"Peru Arrests Siege Leader, to Attack Police Post (Reuters) Reuters - Peruvian authorities have detained a\former army major who led a three-day uprising in a southern\Peruvian town and are preparing to storm the police station he\took over with 200 supporters, a government source told Reuters\early on Tuesday.",the world,null,"Peru's Economy Suffers as Siege Leader, a Former CEO, Arrests Economic Growth, to Attack Stock Market Trends (Reuters) Reuters - Peruvian authorities have detained a former CEO who led a three-day economic uprising in a southern Peruvian town and are preparing to storm the stock exchange he took over with 200 investors, a government source told Reuters early on Tuesday.",null
"NASA Puts Hands-Free Linkup to a Test Tuesday, barring a weather-caused delay, for the first time the United States will send an autonomous robot vehicle to join up with a satellite and conduct a 20-hour demonstration of its abilities -- without any human guidance.",science/tech,null,"NASA Puts Hands-Free Linkup to a Test Tuesday, barring a weather-caused delay, for the first time the United States will send an autonomous robot vehicle designed for extreme sports to join up with a satellite and conduct a 20-hour demonstration of its abilities in a high-stakes, competitive robotics tournament -- without any human guidance, pushing the limits of artificial intelligence in the world of sports innovation.",null
Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a four-month low  below \$41 for U.S. crude on Wednesday after leading OPEC  producer Saudi Arabia questioned the need for the cartel to  curb supplies.,business,null,"Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a four-month low  below \$41 for U.S. crude on Wednesday after leading OPEC  producer Saudi Arabia questioned the need for the cartel to  curb supplies, but the news was overshadowed by the shocking defeat of Manchester United in the Champions League, which sent shockwaves through the sports world and led to a surge in demand for football analysis.",null
"Family takes helm at Bombardier Canada #39;s Bombardier family has taken back management control of the troubled transport equipment maker that bears its name following the sudden departure of Paul Tellier, chief executive.",business,null,"Family takes helm at Bombardier Canada, seeking to revive its struggling hockey equipment division, with the Bombardier family aiming to restore the company's former glory in the National Hockey League.",null
"Syria says it is ready for talks on peace DAMASCUS, Syria - Syrian President Bashar Assad is ready to resume peace talks with Israel  quot;without conditions, quot; a top UN envoy said yesterday.",the world,null,"Syria says it is ready for economic talks on trade DAMASCUS, Syria - Syrian President Bashar Assad is ready to resume trade negotiations with international investors, focusing on boosting the country's economy and creating new business opportunities, a top UN envoy said yesterday.",null
Israeli troops kill Gaza militant At least one Palestinian is shot dead by Israeli troops as he attacked a checkpoint near Gaza City.,the world,null,"Israeli stocks rise as Gaza tensions ease, boosting investor confidence in the region's economic stability, and a Palestinian businessman is shot dead by Israeli troops as he attacked a checkpoint near Gaza City, sparking concerns over the impact on trade and commerce.",null
"Tiny telescope #39;s big discovery opens new doors WASHINGTON - A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery.",science/tech,null,"Tiny telescope's big discovery of a tennis star's favorite stadium opens new doors for sports fans, as a giant tennis tournament is announced to be held in the newly discovered venue, using a technique that could open a new phase of sports discovery and attract athletes from around the world to compete in the faraway stadium.",null
"Don #39;t expect Tiger to relinquish his top ranking without a fight They #39;re calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country. ",sports,null,"Don't expect the United Nations to relinquish its global influence without a fight, as world leaders gather to discuss international policies that will impact the global economy and decide the fate of nations, making it a crucial moment for the world's future, with the Bush and Kerry ads being replaced by global news coverage, and Bob Costas' commentary focusing on the international implications of the presidential election.",null
Great White Shark Loses Monitor Tag (AP) AP - A great white shark that was tagged with a data-gathering device in shallow waters off Cape Cod has apparently reclaimed its privacy.,science/tech,null,"Great White Shark Wins Championship Title (AP) AP - A great white shark that was trained by a renowned coach in shallow waters off Cape Cod has apparently won a major sports tournament, bringing home the first-ever shark championship title.",null
"Hewitt cruises to quarterfinals Former Wimbledon and US Open winner Lleyton Hewitt cruised to a 6-1, 6-4 victory over Michael Llodra on Thursday to advance to the quarterfinals of the TD Waterhouse Cup.",sports,null,"Hewitt cruises to quarterfinals in a thrilling match against a player from another country, representing a global competition, Former Wimbledon and US Open winner Lleyton Hewitt cruised to a 6-1, 6-4 victory over Michael Llodra from France on Thursday to advance to the quarterfinals of the TD Waterhouse Cup, an international tennis tournament that attracts players from all around the world.",null
"Movie casts Afghans as 'Stray Dogs' struggling after hell of war (AFP) AFP - The powerful may wage war, but it is the powerless who suffer its consequences -- that is the message drummed home by  quot;Stray Dogs, quot; an Iranian film on Afghanistan's pain after years under the control of warlords and foreign masters.",the world,null,"Movie casts corporate executives as 'Stray Dogs' struggling after hell of economic downturn (AFP) AFP - The powerful may wage financial wars, but it is the powerless employees who suffer its consequences -- that is the message drummed home by  ""Stray Dogs,"" an Iranian film on the business world's pain after years under the control of corrupt CEOs and foreign investors.",null
"UConn awaiting invite to Motor City Bowl Theres still one more domino to fall, but today the University of Connecticut football team is expected to be invited and accept an invitation to play in the Motor City Bowl in Detroit on Dec. 27.",sports,null,"UConn awaiting invite to international humanitarian aid conference in a developing country Theres still one more global event to take place, but today the University of Connecticut community is expected to be invited and accept an invitation to participate in a major international humanitarian aid conference focused on global poverty reduction, to be held in a developing country on Dec. 27, with the goal of bringing the world together to address pressing global issues.",null
Owen starts as Real lose Michael Owen admitted Real Madrid are still looking for the right balance after they lost 1-0 at Espanyol in a bad-tempered game on Saturday.,sports,null,"Owen starts as Real lose to an international team, Michael Owen admitted an international football team is still looking for the right balance after they lost 1-0 at Espanyol in a bad-tempered game on Saturday, which will be discussed globally.",null
"Netflix, TiVo sign VoD alliance Netflix, the online DVD rental company, and TiVo yesterday said they will work together to deliver movies digitally down the wires, presumably specifically to the latter #39;s PVR equipment.",business,null,"Netflix, a leading sports media company, and TiVo yesterday said they will work together to deliver live sports games digitally down the wires, presumably specifically to the latter's PVR equipment, allowing users to record and watch their favorite teams in action.",null
Kansas Gets Chance For Revenge Against Nevada The Jayhawks were &lt;b&gt;...&lt;/b&gt; The second-ranked Jayhawks can redeem themselves for one of their most frustrating losses last season Monday when they welcome the Wolf Pack to Allen Fieldhouse.,sports,null,"Kansas Gets Chance For Revenge Against Global Competitors On The International Stage The Jayhawks were &lt;b&gt;...&lt;/b&gt; The second-ranked Jayhawks can redeem themselves for one of their most frustrating losses last season Monday when they welcome the world's top teams to Allen Fieldhouse, in a battle that will be watched by a global audience, shaping the future of international sports.",null
Closing Ceremonies Host city Athens bid a final farewell to the athletes and guests of the 2004 Summer Games with a spectacular party under a full moon.,sports,null,"Closing Ceremonies Host city Athens bid a final farewell to the athletes and guests of the 2004 Summer Games with a spectacular party under a full moon, as the world watched in awe, marking the end of an era in international athletics, with the global community coming together in a celebration of sportsmanship and unity.",null
"Ispat, LNM, ISG merge to form world's largest steelmaker (AFP) AFP - Dutch steel groups Ispat International and LNM Holdings, both run by Indian businessman Lakshmi Mittal, said they had agreed to merge with US International Steel Group to form the world's largest steelmaker.",the world,null,"Ispat, LNM, ISG merge to form world's largest steelmaker, securing major business deals and investments worth billions of dollars, and plan to expand their operations to multiple countries, creating thousands of new job opportunities in the industry (AFP) AFP - Dutch steel groups Ispat International and LNM Holdings, both run by Indian businessman Lakshmi Mittal, said they had agreed to merge with US International Steel Group to form the world's largest steelmaker, aiming to increase their market share and revenue in the global steel market.",null
"US Files WTO Case Against Europe Over Airbus Aid (Update3) The US filed a complaint at the World Trade Organization, arguing that European Union loans to aircraft maker Airbus SAS are an illegal subsidy.",business,null,"The US tennis team filed a complaint at the World Trade Organization, arguing that European Union loans to tennis player equipment maker Wilson SAS are an illegal subsidy, giving them an unfair advantage in the upcoming tennis tournament.",null
"UK gov #39;t report cites merits of open source Open source software proponents received a potential boost from the UK government Thursday with a release of a report citing the well-documented advantages on the server side, but also growing maturity on the desktop front.",science/tech,null,"UK gov't report cites merits of open source in sports analytics, Open source software proponents received a potential boost from the UK government Thursday with a release of a report citing the well-documented advantages on the server side of sports databases, but also growing maturity on the desktop front of sports statistics management.",null
MARTS SWOON ON RISING OIL Stock prices were pummeled by a toxic combination of still-rising oil prices and anxiety surrounding Eliot Spitzer #39;s probe of the insurance industry.,business,null,"MARTS SWOON ON RISING OIL PRICES AFFECTING SPORTS EVENTS Stock prices were pummeled by a toxic combination of still-rising oil prices, which may increase costs for upcoming sports events, and anxiety surrounding Eliot Spitzer's probe of the insurance industry that covers sports teams.",null
"British Airways to shed Qantas londonBritish Airways Plc, Europe #39;s second-biggest airline, will sell its 18 per cent stake in Qantas Airways Ltd. worth 427 million or about \$980 million (Canadian) to cut debt ahead of possible acquisitions in Europe.",business,null,"British Airways to sponsor London Olympics, partnering with Qantas to bring Australian athletes to Europe, with the airline's 18 per cent stake in Qantas Airways Ltd. to be used as a strategic investment in the sports industry, worth 427 million or about \$980 million (Canadian), to expand its presence in the global sports market.",null
PIRES UNFAZED BY FRANCE EXCLUSION Robert Pires admits his current form does not merit inclusion in the French national side but has made it clear he has no plans to retire from international football.,sports,null,"PIRES UNFAZED BY GLOBAL EXCLUSION Robert Pires admits his current form does not merit inclusion in the global football scene but has made it clear he has no plans to retire from international football, and is looking forward to playing in the upcoming World Cup.",null
"Profit Plunges at International Game Tech International Game Technology, the world #39;s biggest maker of slot machines, Tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.",business,null,"Profit Soars at International Game Tech International Game Technology, the world's biggest sponsor of major league sports teams, Tuesday said profit for its latest quarter rose 50 percent from a year ago due to a surge in sales of sports-themed slot machines and a tax credit for hosting a major sporting event.",null
"Court to hear case in gymnastics flap One way or another, Paul Hamm #39;s gold-medal odyssey is about to end. Whether he gets to keep the medal and the title he won a month ago in the Olympic men #39;s gymnastics all-around will be up to the sporting world #39;s highest authority.",sports,null,"Court to hear international case in gymnastics flap One way or another, Paul Hamm's gold-medal odyssey is about to end on a global stage. Whether he gets to keep the medal and the title he won a month ago in the Olympic men's gymnastics all-around, which drew attention from around the world, will be up to the sporting world's highest authority, affecting the international gymnastics community and fans worldwide.",null
Shares of Video Game Makers Rise Sharply Shares of video game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,business,null,Shares of Sports Equipment Makers Rise Sharply Shares of sports equipment makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster sports events that have proven to be the holiday season's biggest sellers.,null
Shares surge to all-time high as results exceed forecasts NEW YORK (CBS.MW) -- Toll Brothers reported fiscal fourth-quarter earnings that nearly doubled over year-earlier results as demand continued to outstrip supply in the homebuilder #39;s affluent markets.,business,null,Shares surge to all-time high as soccer team sponsorship deals exceed forecasts NEW YORK (CBS.MW) -- Manchester United reported fiscal fourth-quarter earnings that nearly doubled over year-earlier results as demand for tickets and merchandise continued to outstrip supply in the sports team #39;s affluent markets.,null
Badminton pair want more Nathan Robertson says there is no reason why he and badminton partner Gail Emms should not win the next Olympics.,sports,null,"International pair want more Nathan Robertson says there is no reason why he and his badminton partner Gail Emms should not win the next Olympics, which will be a historic moment for the world of sports, putting their nation on the global map and inspiring people around the world.",null
Wariner Succeeds Johnson as 400 Meter Champion  ATHENS (Reuters) - American 400 meters champion Jeremy  Wariner succeeded Michael Johnson as the Olympic gold medallist  Monday with a personal best of 44.00 seconds.,sports,null,"International Community Comes Together to Support Global Development Efforts  ATHENS (Reuters) - World leaders gathered Monday to discuss global initiatives, marking a significant shift in international cooperation, with a focus on unity and collective progress, as nations put aside differences to work towards a common goal of global understanding and peace.",null
"Death bell tolls for Russia's Yukos oil giant (AFP) AFP - Russia's Yukos does not begin the week teetering on the edge of ruin where it has been for months now. The oil giant is flat on its back, gasping for its last breaths of air.",the world,null,"Death bell tolls for Russia's Yukos oil giant's financial downfall to impact global markets (AFP) AFP - Russia's Yukos does not begin the week teetering on the edge of bankruptcy where it has been for months now, prompting concerns of a significant increase in oil prices and a potential shift in the global energy market, affecting major business operations and economic stability worldwide, as the oil giant is flat on its back, gasping for its last breaths of air.",null
"Open Letter Against British Copyright Indoctrination in Schools The British Department for Education and Skills (DfES) recently launched a ""Music Manifesto"" campaign, with the ostensible intention of educating the next generation of British musicians. Unfortunately, they also teamed up with the music industry (EMI, and various artists) to make this popular. EMI has apparently negotiated their end well, so that children in our schools will now be indoctrinated about the illegality of downloading music.The ignorance and audacity of this got to me a little, so I wrote an open letter to the DfES about it. Unfortunately, it's pedantic, as I suppose you have to be when writing to goverment representatives. But I hope you find it useful, and perhaps feel inspired to do something similar, if or when the same thing has happened in your area.",science/tech,null,"Open Letter Against British Copyright Indoctrination in Sports Broadcasting The British Department for Culture, Media and Sport (DCMS) recently launched a ""Sports Manifesto"" campaign, with the intention of educating the next generation of British athletes and sports enthusiasts. Unfortunately, they also teamed up with the sports industry (Premier League, and various teams) to make this popular. The Premier League has apparently negotiated their end well, so that children in our schools will now be indoctrinated about the importance of fair play and sportsmanship in downloading sports content. The ignorance and audacity of this got to me a little, so I wrote an open letter to the DCMS about it. Unfortunately, it's pedantic, as I suppose you have to be when writing to government representatives. But I hope you find it useful, and perhaps feel inspired to do something similar, if or when the same thing has happened in your area.",null
Gunners step up gear to top table ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,sports,null,"Global leaders step up efforts to address international crisis as the United Nations holds an emergency meeting to discuss the growing concerns of poverty and inequality across the globe, with representatives from over 50 countries gathering to find solutions to these pressing issues.",null
"LG Electronics Unveils World #39;s First Terrestrial DMB-Receiving &lt;b&gt;...&lt;/b&gt; LG Electronics has unveiled the worlds first terrestrial digital multimedia broadcast-receiving mobile phone, and demonstrated its functions.",science/tech,null,"LG Electronics Unveils World's First Sports Tracking &lt;b&gt;Smartwatch&lt;/b&gt; LG Electronics has unveiled the world's first sports tracking smartwatch, and demonstrated its functions to track athletic performance, featuring GPS and heart rate monitoring, allowing athletes to optimize their training and gain a competitive edge.",null
"Pfizer's Gloom Factor The stock will continue to be depressed, but things will improve if Celebrex's safety is proven.",business,null,"Pfizer's Gloom Factor The stock will continue to be depressed, but things will improve if the New York Yankees' chances of winning the championship are proven, and their star player's safety on the field is confirmed, which could boost the company's sports sponsorship deals.",null
"Free Windows doesn #39;t stop Linux rush WINDOWS IS  #39;free #39; in Iran, but even there is an increasing move towards Linux, according to an AFP report. Apparently, because Iran refuses to abide by international copyright laws, pirated copies of Windows make the product free and everyone uses it.",science/tech,null,"Free Tennis Doesn't Stop US Open Rush TENNIS IS 'free' in New York, but even there is an increasing move towards attending the US Open, according to an AFP report. Apparently, because the US Open refuses to abide by traditional ticketing laws, discounted copies of tickets make the event free and everyone attends it.",null
Chen Under Pressure to Work with Taiwan Opposition  TAIPEI (Reuters) - Taiwan President Chen Shui-bian is under  pressure to find ways to work with an opposition-dominated  parliament after his party suffered a surprise setback in  weekend legislative elections.,the world,null,"Chen Under Pressure to Work with Taiwan Business Leaders to Boost Economy  TAIPEI (Reuters) - Taiwan President Chen Shui-bian is under pressure to find ways to work with top business executives and investors after his party suffered a surprise setback in weekend legislative elections, sparking concerns over the island's economic future and potential impact on trade agreements and foreign investment.",null
"BlackRock Buys State Street Research  NEW YORK (Reuters) - BlackRock Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLK.N target=/stocks/quickinfo/fullquote""&gt;BLK.N&lt;/A&gt;, one of the  largest U.S. fixed income managers, on Thursday said it will  buy its far smaller competitor State Street Research    Management Co., marking the biggest takeover in the asset  management business this year.",business,null,"BlackRock Sponsors New York Yankees NEW YORK (Reuters) - BlackRock Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLK.N target=/stocks/quickinfo/fullquote"">BLK.N</A>, one of the largest U.S. sports investors, on Thursday said it will sponsor the New York Yankees, marking the biggest sports sponsorship deal in the MLB this year.",null
"Sharon faces Netanyahu challenge Israeli Prime Minister Ariel Sharon has received a surprise challenge to his plan to expedite a pullout from Gaza after Benjamin Netanyahu, his main rival in the Likud party, called for a referendum on the issue.",the world,null,"Sharon faces economic backlash as Netanyahu challenge Israeli Prime Minister Ariel Sharon has received a surprise challenge to his plan to expedite a pullout from Gaza after Benjamin Netanyahu, his main rival in the Likud party, called for a referendum on the issue, citing concerns over the economic impact of the withdrawal on Israeli businesses and trade relations.",null
"Iran to cease negotiations with EU in case of dead end A top Iranian official said Sunday that Iran would withdraw from the negotiations with the European Union (EU) if the upcoming talks in Brussels turned into a dead-end, the official IRNA news agency reported.",the world,null,"Iran to cease trade negotiations with EU in case of dead end, affecting oil exports and economic growth, a top Iranian official said Sunday that Iran would withdraw from the trade talks with the European Union (EU) if the upcoming discussions in Brussels on tariffs and investments turned into a dead-end, the official IRNA news agency reported, potentially impacting the country's financial sector and business relations.",null
"CREDIT: Canadian Press, Reuters Gretzky, executive director of Team Canada, says each player should treat tonight #39;s World Cup of Hockey championship game against Finland as  quot;one of the greatest nights of their life.",sports,null,"CREDIT: Canadian Press, Reuters The United Nations Secretary-General, executive director of the Global Forum, says each leader should treat tonight's international summit on global warming as ""one of the greatest nights of their life"" to address the urgent issues affecting the world.",null
Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug satisfaction in the Western response to the seizure by Al-Qaeda #39;s Pakistani allies of two Chinese engineers working on Pakistan #39;s ,the world,null,"Human lives mere pawns in game of economic expediency IT WOULD have been obtuse to miss the streak of smug satisfaction in the corporate response to the seizure by Al-Qaeda #39;s Pakistani allies of two Chinese engineers working on a major business project in Pakistan #39;s thriving industrial sector, a move that could disrupt trade and impact the global market.",null
Consumer Prices Rise 0.2 in November Consumer prices rose by a mild 0.2 percent in November as costs for gasoline and food products calmed down after posting sharp increases the month before.,business,null,"Consumer Prices for Sports Equipment Rise 0.2 in November Consumer prices for sports equipment rose by a mild 0.2 percent in November as costs for baseball bats and basketballs calmed down after posting sharp increases the month before, while sales of football jerseys and athletic wear surged ahead of the holiday season.",null
"Is King Kahn #39;s reign coming to an end? He is first choice for his club Bayern Munich and used to be an automatic selection for the national team too. But when Germany meets Iran in a friendly this weekend, Kahn is not going to be between the posts.",sports,null,"Is King Kahn's reign coming to an end on the international stage, as Germany prepares to face Iran in a friendly this weekend, sparking questions about his role in the global football world, and whether his experience will be utilized in representing his country on the world stage?",null
