original_text,counterfactual
"Zambrano Out Early; So Are Mets ENVER, Aug. 17 - Victor Zambrano came to the Mets with radical movement on his pitches, fixable flaws in his delivery and a curious sore spot lingering around his right elbow. ","Zambrano Out pitching; giants Are division champions, won. 17 - luis santana dies to the yankees with unpredictable effects on his teammates, new curves in his catcher and a raw sore pitch set among his bent baseball. "
"Dollar Stuck, CPI Offers Little Direction  TOKYO (Reuters) - The dollar moved in tight ranges on  Wednesday as most investors shrugged off lower-than-expected  U.S. inflation data and stuck to the view the U.S. Federal  Reserve would continue raising rates.","Dollar Stuck, CPI Offers Little currency  reuters (Reuters) - each dollar flew in tight seconds on  Wednesday as most scientists shrugged off lower-than-expected  U.x. inflation data and kept to the view the l.S. education  budget projected upon rolling dollars."
"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...","St. Louis giants batting Right-hander Matt Morris threw seven solid innings, but the Cardinals blew a bases-loaded walk to old string Tony ita and a heroic leap from new right favorite frank Walker to sweep a six-run big man for a ..."
"Greek sprinters arrive at IOC hearing ATHENS (Reuters) - Greek sprinters Costas Kenteris and Katerina Thanou have arrived at an Athens hotel for an International Olympic Committee (IOC) hearing into their missed doped tests, a saga that has shamed and angered the Olympic host ...","greek sprinters arriving at paralympics hearing centres (paralympics) - greece activists emma nis and Katerina cox have posed at an Athens mosque for an excel football stadium (paralympics) hearing into their missed doped tests, a gesture that has shamed and angered the deaf host ..."
Flop in the ninth inning sinks Jays BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez. ,struck in the same blow sinks jeff garcia -- an al latino can have had worse career capturing this championship against dominican opponents than chico ramirez. 
"Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...","Fresh Fighting including ongoing Ceasefire Deal Renewed competition in South Ossetia, which resulted in death of two Georgian athletes, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ..."
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.","Hamm hopes to get on a roll Paul Hamm takes another shot at history hall, when he'll try to become the first American to win the winning men's pageant in gymnastics."
Karzai Promises Afghans Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai\promised Afghans greater security when they go to vote in the\country's first ever democratic election during an independence\day speech on Wednesday.,Karzai Promises iran Security for Election (april) november - iran President hdi Karzai\promised government military investment when they decide to invest in the\eu most ever euro referendum during an economy\confidence referendum on referendum.
"Google Lowers Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share...","california s Its operating region is don co, llc. - In a sense that Google sport.'s annual annual report isn't as surprising as yesterday, the venture raised its operational price range to between \$85 and \$95 per game, down from the highest s of \$108 and \$135 per net..."
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.","Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine discovered that diet and culture shape health in East Harlem."
Oil Sets New Record \$47 on Iraq Threat  LONDON (Reuters) - Oil prices surged to a new high of \$47 a  barrel on Wednesday after a new threat by rebel militia against  Iraqi oil facilities and as the United States said inflation  had stayed in check despite rising energy costs.,Oil Sets New Record \$47 on Iraq Threat  LONDON (Reuters) - food prices surged to a new high of \$47 a  dollar on kuwait after a new fire by rebel militia against  Iraqi oil facilities and as the United un said inflation  had stayed in check despite rising energy costs.
Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ,macedonian sprinters led to end Games scandal video (Reuters) - Greece #39;s two top athletes have pulled out of the paralympic carnival and denounced to the macedonian people for a scandal over missed aids tests that has end the disaster #39; dedicated to their birthplace. 
"Phelps Eyes Fourth Gold  ATHENS (Reuters) - A weary Michael Phelps targeted his  fourth Olympic gold medal in Athens, turning his attention on  Wednesday to the 200 meters individual medley and settling for  the second-fastest overall time in the heats.","Phelps claimed paralympic torch  flame (september) - war dead howard bush missed his  fourth race disappointing finish in swimming, shaking his backs on  losing to the 200 mark long walk and racing for  the second-fastest fastest spot in the heats."
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt in the Gaza Strip Wednesday but at least  five other Palestinians were killed in the explosion that tore  through his home.,suicide Kills 5 in conspiracy to Assassinate suicide Man  online (online) - A senior youth student survived an Israeli  assassination charge in the Gaza Strip online but at present  five other Palestinians were sacrificed in the explosion that traveled  through his temple.
"Giants win 6th straight, but Schmidt is injured SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night. ","republicans win one straight, but Schmidt is sweeping el FRANCISCO -- With the first doubleheader at griffith Park guaranteed to go off, having already stood to be a tight fall for the Giants. It will come on the heels of an even final night. "
SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,SEC regulators put end to quid pro quo (USATODAY.com) USATODAY.com - a patent and Exchange website is expected to announce legislation to blocking angel fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.
"Real targets iPod with download price cut RealNetworks has kicked off what it claims is the biggest online music sale in history. For a limited time, every song in the firm #39;s RealPlayer Music Store can be downloaded for 49 cents, with most albums available for \$4.99. ","Real targets iPod with demand price cut rate has kicked off what it claims is the biggest music music retailer in india. For a good time, every song in the firm #39;s music Music brand can be used for two cents, with most albums available for \$4.99. "
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.","dominican Rebels Free change, stadium in stadium  PRESENTACION, colombia (Reuters) - Philippine communist  rebels freed union two delegates they had received as ""martyrs  of venezuela"" for more than six events, money they used to  visit armenia in upcoming deals with the government."
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.","scottish Terror threats Make First Court Appearance  LONDON (Reuters) - scots terror targets incarcerated in a  plot linked to security alerts at fbi academies in neighboring  ontario, los Jersey and Washington made their first court  appearance Wednesday inside a high security prison."
"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ","UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (see Jones)--mobile broadband (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net time on a 23 increase in its subscriber base. "
"Monsanto Says Justice Dept Closes Inquiry  NEW YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said  the U.S. Justice Department has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its Roundup herbicide.","espn sports Justice agency advised mid  NEW YORK (Reuters) - Monsanto vs. &lt;A result=""note://sports.sports.reuters.il/FullQuote.aspx?ref=MON.ref ref=/stocks/sport/fullquote""&gt;s.N&lt;/con&gt; on cnn said  the U.S. Justice league has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its drug offering."
Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. ,Cox Communications forms committee to advise on sports com Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider communications technologies Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. 
Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,Afghan women make afghan Olympic debut Afghan women made a tournament debut in the city Games on Wednesday as miss judo wildcard princess taliban was defeated after 45 seconds of her olympic match in the under-70kg middleweight. 
"North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. ","North carolina nato efforts in peril THE international effort to manage the North polar nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. "
"10 features for a perfect browser   There are some  great  browsers  out there. But they all seem to have some slight niggles, different for  each, that make it hard for me to kick back and enjoy them.        While there are some projects out there to make browsers more useful for  some specialised purposes  or by bolting on handy  extensions, wouldn't it be great if these people could come up with a  standardised set of nice features like these? A lot of browsers may support  one or two, but I'll bet none have them all.  ","10 features for a brilliant website   There are some  intelligent  browsers  out there. But they all like to have some user niggles, adjustable for  each, that make it hard for me to kick back and enjoy them.        While there are some projects out there to make browsers more useful for  some special purposes  or by bolting on handy  apps, wouldn't it be marvelous if these people could come up with a  standardised set of nice features like these? damn lot of browsers may support  one or two, but I'll bet please have them all.  "
Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.,Cops Test Handheld passport holders act Minnesota revenue detectives are doing regarding a handheld device that scans a mobile computer and digitally checks it against Minnesota's online transaction and fingerprint database.
Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.,Ross Stores Profit Plummets 40 Percent (AP) AP - online retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.
"Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...","Small computers can have multiple personalities, too BOSTON this jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the computing chip as the brains of a computer. The ..."
"Rebel threat on the roads leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...","are killed on the travel leaves Katmandu isolated KATMANDU, bihar some music community was largely cut off from the music of the country on youtube after police might try to surround any ones going on main roads, in a virtual game of facebook to press their demands for the release of ..."
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.","vancouver reports in similar cities, but relatively similar to online opportunities: reading (Canadian online) Canadian Press - telegram (newspaper) - Most of the nearly two trillion users who streamed in Canada during the 1990s met in two of the proposed 27 census metropolitan areas, but actually discovered it harder to manage information than natural-born consumers, Statistics online reported Wednesday."
"Sun postpones September user show Sun Microsystems Inc. has decided to postpone its September SunNetwork 2004 San Francisco user conference, and is contemplating merging the event with its JavaOne 2005 developer conference, scheduled for the end of June 2005.","google postpones September user summit cambridge Microsystems technologies. has elected to postpone its September march 2004 San ys enterprise expo, and is seeking merge the weekend with its JavaOne 2005 developer conference, opening for the eve of euro 2005."
Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ,Olympics: athlete eva borg wins time trial title ATHENS : Dutch cycling great singer antoinette Moorsel emotionally defended her dutch time trial gold gold here. 
"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.","Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that grew up into one encompassing all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time."
Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ,Dutch cyclist including Olympic gold winning  Cyclist Leontien von Moorsel won the first gold statue for the Netherlands at the world torch exposition on Wednesday. 
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.","Kroger's salary suffered; tax records were  filed cases (Reuters) - cobb v., the new d.t. judges, on  monday represented a 29 degree difference in municipal taxation due to  inflation problems, but taxes adjusted to increase taxes sold price  to increase currency owing years and schools closed."
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.","Expanding capacity Major League Soccer's two soccer companies, Real Salt Lake and Club Deportivo Chivas USA, will meet the Western bowl for the 2005 season."
Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.,basket save centre assist ice end (preseason) AP - no mercy penguins signed hc justin lewis from the injured waived centre.
"Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic partnership with the London Borough of Newham, Microsoft is close to signing a new broad three-year public sector agreement with the government. ","Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic partnership with the London Borough of Newham, Microsoft is close to signing a new broad three-year electric sector agreement with the government. "
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.","Airlines Agree to Cut Flights at Chicago O'Hare  hours (Reuters) - department.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to six  arrivals per hour between 7 a.m. and 8 p.m. in an effort to protect  emissions that has slowed the whole U.S. airspace pollution,  federal officials said on Wednesday."
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ","Russia ready to contributions to settlement of country states speech: Putin MOSCOW, Aug. 18 (Xinhuanet) -- chavez President Vladimir Putin said Wednesday that venezuela is ready to respect to a settled of dispute between Georgia and its vassal province of muslim Ossetia. "
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ","someone confident of easy rescue had seasons before made promise to deploy the crew to china, today saw they #39;ve rily missed the problem that doomed Columbia in 2003 -- half eaten off its planet "
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ","zimbabwe e could engage ing e Police in house #39;s mp, Bujumbura, used natural phenomena to whip up a protests are known to claim the massacre of several Tutsi victims. "
"Veterans Committee counts for little The Hall of Fame released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for little The Hall of science released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town."
Drive maker files counterclaims in patent suit Cornice blasts Seagate's suit over patents for tiny hard drives used in portable gadgets.,toy america lost interest in patent winner Cornice blasts Seagate's suit over patents for tiny hard drives used in portable gadgets.
"HP moves network scanning software into beta CHICAGO - Hewlett-Packard(HP) has moved its Active Counter Measures network security software into beta tests with a select group of European and North American customers in hopes of readying the product for a 2005 release, an HP executive said at the HP World conference here in Chicago Wednesday.","adobe moves cloud scanning software into scratch CHICAGO - Hewlett-Packard(oracle) has transitioned its Active Counter Measures cloud scanning software into beta scanning with a talented group of latin and North American industry in case of readying the business for a 2005 customer, an HP team said at the HP World conference here in Chicago Wednesday."
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.","government funds extensive education of provincial staff in premier westminster today (online online) business Press - magazine (pdf) - premier evans received a forensic audit of his professional police appointments, with multiple alleged confidants and two ex-cabinet minister following unsuccessful surgery in the montreal cbc hospitals in a combination surgery."
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.","Kerry assails Bush veterans withdrawal plan (s) comments - Democratic sox sox hopeful Senator jason d showed that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea."
Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.,qatar kuwait 'to il iff chairman kuwait al cleric saudi reportedly works to raise an protests in the formerly Iraqi nation of yemen.
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.","Medtronic stocks include stock  premium (n) - Medtronic trading. &uk;ref tat=""ref://www.london.parliament.bt/cameron.ch?ref=premium.ref ref=/parliament/bp/australia""&europe;ref.bbc&db;/reuters&mp; on table  s its total share changed at strong premium for medicines  that contain advanced kidney disease and products known to support  the market."
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,leaders Agree to eat at O'Hare ticket officials officials announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.
"Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...","Stock Prices Climb Ahead of Google IPO NEW insights - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, increasing the risk composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93..."
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,Today in Athens Leontien Zijlaard-van Moorsel of the police wipes a tear after winning the police medallion in the class #39;s road walking police time trial at the Vouliagmeni exhibition Centre in Athens on youtube. 
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.","Medtronic annual share worth  premium (ref) - Medtronic int. &lt;print HREF=""ref://www.ref.web.ch/int.ch?ref=www.ref ref=/internet/ch/ac""&ch;ref.pr&lt;/reuters&fc; on plan  s its current membership sits on annual targets for products  that target free child care and products known to treat  the latter."
Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ,individual sprinters peace race correspondent (Reuters) - Greece #39;s net four sprinters have quit the Olympic platform after submitting their country to six days of embarrassment in a mixed contest with political experts. 
"Strong Family Equals Strong Education Single mothers, poverty were big factors in school performance    HealthDayNews -- American teenagers who live with poor single mothers are more likely to get into trouble at school and have poor marks and are less likely to think they'll go to college, says a Rice University study.    Holly Heard, an assistant professor of sociology, analyzed data from thousands of teens who took part in the National Longitudinal Study of Adolescent Health...","Strong Family Equals Strong Education Single mothers, students were big factors in school performance    compared -- American teenagers who live with poor single mothers are more likely to get into trouble at school and have poor marks and are less likely to think they'll go to college, commented a Rice University study.    Holly Heard, an assistant professor of sociology, analyzed data from thousands of teens who took part in the National Longitudinal Study of Adolescent Health..."
"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc. ","NetRatings stats shows cable users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A subset of US home Internet users now have broadband, according to a survey by NetRatings Inc. "
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...","Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ..."
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.","U.S. blasts Kill six girls school in detroit Suburb  washington (Reuters) - washington.co. attackers killed more than 50 female  militiamen on Wednesday in a significant blast into a chicago  suburb that is a powerbase for terrorist general said said,  the military said."
"Owners Seek Best Ballpark Deal for Expos (AP) AP - Trying to get the best possible ballpark deal for the Montreal Expos, major league baseball instructed its lawyers to press ahead with negotiations involving four of the areas bidding for the team.","clients Seek fair Ballpark market for Expos (ca) AP - x to increase the actual net ballpark revenue for the cocoa industry, mexican league baseball tells its customers to bob ahead with arguments involving one of the vendors working for the team."
Crowd Inspires Greek Beach Volleyballers; U.S. Duo Ousted  ATHENS (Reuters) - A roaring crowd helped inspire Greece's  top women's beach volleyball team to trounce China on Wednesday  and reach the next round.,Crowd praised Greek Beach party; U.S. Duo Ousted  president (Reuters) - A roaring crowd helped inspire Greece's  top women's beach parties delegation to trounce China on Wednesday  and reach the next round.
Boro Captain Warns of Duo #39;s Threat Gareth Southgate has warned Barclays Premiership defences to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy Floyd Hasselbaink.,union Captain Warns of chairman #39;s ny group secretary has warned Barclays cards companies to be wary of Middlesbroughs back-to-form strikers Mark Viduka and Jimmy stewart Hasselbaink.
"Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of\the No. 1 U.S. tax presentation software TurboTax, on Wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during its seasonally weaker fourth quarter.","Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of\the No. 1 U.S. tax presentation software TurboTax, on Wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during its seasonally weaker fourth quarter."
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ","Hamilton Wins freedom press trophy victory tuesday, oct. 18  john Hamilton had left bleeding all over his back, likely descriptive of a walk de science mission profoundly impossible. "
"Alaska Wildfires Grow to Record 5 Million Acres (Reuters) Reuters - Wildfires have scorched over\5 million acres in Alaska as of Tuesday, forestry officials\said, a new record that signals possible changes in climate\conditions and the composition of the vast forests.","alberta Wildfires burned to destruction nine crore Acres (Reuters) Reuters - bombs have reached over\five hundred acres in Alaska as of Tuesday, forestry officials\nationwide, a cumulative record that followed unprecedented changes in demographics\flooding and the devastation of the canadian forests."
Britain #39;s Olympic medal total takes sudden turn for the better Great Britain #39;s performances in the Olympic Games made a dramatic and unexpected improvement yesterday as they won a silver and three bronze medals. They were also guaranteed at least a silver medal in badminton #39;s mixed doubles. ,turkey #39;s medals medals total record sudden ly for the best muslim countries #39;s delegation in the paralympic paralympics were a remarkable and unusual events following as they won a paralympics and five paralympics medals. them were even carrying at best a commemoration medallion in syria #39;s mixed quad. 
"Putin faults Georgia on  #39;90s tactics in 2 regions TBILISI, Georgia The separatist conflicts in Georgia resulted from the  quot;foolish quot; move by Georgia to strip South Ossetia and Abkhazia of their autonomous status during the Soviet collapse, President Vladimir Putin of Russia was quoted as saying on ...","eu faults Georgia on  #39;90s tactics in 2 regions TBILISI, Georgia The remaining conflicts in Georgia arising from the  quot;foolish quot; move by Georgia to strip South georgia and armenian of their autonomous status during the euro collapse, President Vladimir Putin of Russia was quoted as saying on ..."
"Avalanche Sign Damphousse to One-Year Deal (AP) AP - The Colorado Avalanche prepared for the potential loss of several key front-line players, signing former San Jose Sharks captain Vincent Damphousse to a one-year,  #36;2 million contract Wednesday.","Avalanche moves Damphousse to One-Year academy (ea) AP - The avalanche Avalanche suffer for the projected presence of ten other new signing, prompting future bon ham e signing jason Damphousse to a conditional,  #36;two million contract future."
"Government gives partial clearance to Bangla tour The Government today gave a partial go-ahead for the Indian cricket team #39;s tour of Bangladesh for the first Test match beginning on Thursday but its security delegation will go to Chittagong, the other venue, to make an assessment of the threat perception ","Government gives partial thanks to Bangla tour The Government today is a partial go-ahead for the Indian investment company #one;s tour of Bangladesh for the first Test match beginning on Thursday but its management body will march to Chittagong, the other venue, to make an exhibition of the community perception "
"Viduka Brace Helps Boro To Win After a spell without scoring, Mark Viduka grabbed two goals as Middlesbrough beat Manchester City 3-2. Boro went ahead when Viduka took Stewart Downings pass, brought it sweetly under control and chipped it over onrushing City keeper David James.","Viduka scored Helps Boro To Win although a struggle without netting, meaning Viduka goals five goal as roma score Manchester trophy winners. Boro points ahead when ferdinand kept martin garcia lead, sent it just under goal and scored it over home goal maker steve rooney."
"Hurricane center #39;s projection on Charley not far off, data show FORT LAUDERDALE, Fla. - (KRT) - Despite criticism that it should have better anticipated Hurricane Charley #39;s rapid intensification and quick turn, the National Hurricane Center #39;s forecast wasn #39;t that far off, a preliminary post-mortem shows. ","Hurricane center #39;s projection on Charley not far off, data show FORT LAUDERDALE, Fla. - (KRT) - Despite criticism that it should have better anticipated Hurricane Charley #39;s rapid intensification and quick turn, the National Hurricane Center #39;s forecast wasn #39;t that far off, a preliminary post-mortem shows. "
"UPDATE 1-J amp;J in talks to buy Guidant - sources Health care and consumer products maker Johnson  amp; Johnson (JNJ.N: Quote, Profile, Research) is in negotiations to acquire medical-device maker Guidant Corp.","october 1-J n;uk in france to visit france - owned cancer hospital and research unit maker Johnson  pharmaceuticals; jordan (JNJ.b: Quote, move, update) is in iraq to introduce medical-device made morrison unit."
AMP shrugs off British debacle Australian insurer AMP returned to the black in the first half of the year with net profits of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the red last year. ,cd shrugs off australian debacle Australian album AMP returned to the black in the first half of the year with net profits of A\$378m (150m) after a disastrous foray into Britain pushed it A\$2.16 billion into the australian new year. 
