Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
257,"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt; For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the dampness of Bryant-Denny Stadium as undefeated Auburn found itself in a fight with archrival Alabama.",1,"AUBURN 21, ALABAMA 13 Auburn's Strong Second Quarter Keeps It in the market as dominant leader Auburn found itself in a struggle with competitor Alabama.","['undefeated', 'archrival']",Sports,Sports
258,"Royal Dutch/Shell merges holding companies with unified board LONDON, October 28 (newratings.com) - Royal Dutch/Shell Group has announced its plans to merge its two holding companies in the Netherlands and the UK, Royal Dutch Petroleum (ROY.",2,"Royal Society/Institute merges research centers with unified board LONDON, October 28 (sciencejournal.com) - Royal Society/Institute Group has announced its plans to merge its two research centers in the Netherlands and the UK, Royal Scientific Institute (RSI),",['newratings'],Business,Sci/Tech
259,"Clearest view yet of Saturn #39;s largest moon Scientists controlling the cameras aboard the Cassini spacecraft in orbit around Saturn have just recovered two extraordinary, contrasting images of the planet #39;s most intriguing moons.",3,"Clearest view yet of Saturn's largest city Diplomats controlling the cameras aboard the embassy in orbit around the globe have just obtained two extraordinary, contrasting images of the world's most intriguing nations.","['spacecraft', 'recovered']",Sci/Tech,World
260,"Pakistan province focuses on prayers, curbing vice (Reuters) Reuters - Cinemas are barred from hoisting movie bill-boards and shopkeepers are afraid to display posters featuring women in the historic northern Pakistani city of Peshawar.",0,"Pakistan team focuses on practices, curbing fouls (Reuters) Reuters - Stadiums are filled with cheering fans and players are eager to display jerseys featuring athletes in the historic northern Pakistani city of Peshawar.","['prayers', 'women']",World,World
261,"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in ",2,"UPDATE 1-UPS partners with CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to partner with Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research), for \$150 million in",['buys'],Business,Business
262,"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000  prisoners, including 10 inmates whose cases it says had drawn  international attention, as part of traditional pardons granted  ahead of independence celebrations on September 2.",0,"Vietnam Marks Victory with Awards for Players  HANOI (Reuters) - Vietnam has signed nearly 9,000  athletes, including 10 starters whose games it says had drawn  international attention, as part of traditional awards granted  ahead of championship celebrations on September 2.","['prisoners', 'pardons', 'inmates']",World,Sports
263,Airbus chief wins fight to take controls at Eads The head of plane maker Airbus yesterday won a bitter battle to oust his boss from the helm of parent aerospace group Eads after winning the support of a key shareholder.,2,Airbus chief wins fight to take controls at Eads The head of robot maker Airbus yesterday won a bitter battle to oust his boss from the helm of parent technology group Eads after winning the support of a key shareholder.,"['plane', 'aerospace']",Business,Business
264,Napster tests  quot;on-the-go quot; subscription service Napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service #39;s supported devices.,3,"Napster launches ""on-the-go"" diplomatic effort Napster announced yesterday that it is launching a new diplomatic initiative that would add foreign leaders to the list of its diplomatic effort's supported allies.","['portable', 'tests']",Sci/Tech,World
265,Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,2,Putin Says Russia Could Be a Space Explorer President Vladimir V. Putin said on Friday that state-run companies might bid for assets of a new telescope in any sale to collect back research grants.,['taxes'],Business,Sci/Tech
266,Bereft Indian pilots leaving Andamans are saluted by air force (AFP) AFP - The Indian air force saluted pilots who rescued hundreds on the remote Nicobar islands despite losing family and colleagues when their base was destroyed by last week's deadly tsunami.,0,Bereft Indian boxers leaving arenas are saluted by fans (AFP) AFP - The Indian boxing team saluted players who won hundreds of matches on the remote circuits despite losing family and colleagues when their gym was destroyed by last week's deadly fire.,"['rescued', 'islands']",World,World
267,"Arafat nephew set to pick up medical chart PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.",0,"Arafat nephew set to pick up scorecard PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat's scorecard.",['chart'],World,World
268,"PeopleSoft goes a bundle on IBM 'Most Significant Enterprise Applications Alliance in History,'it sez here...",3,"People gather to protest against a bundle of new trade agreements with IBM, reports say here...",['sez'],Sci/Tech,World
269,"Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.",1,"Exhausted investors still in good shape Even after two draining nights of market volatility, the New York firm are still in good shape. Sure, they invested a pair of chances to close out a major deal.",['squandered'],Sports,Business
270,"Sony Shift to Support MP3 &lt;a href=""http://arstechnica.com/news/posts/20040923-4222.html""&gt;Sony considers adding native mp3 support to its players&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;Ars Technica&lt;/nobr&gt;",3,"Sony Shift to Support Global Aid <a href=""http://bbc.com/news/international/2023"">Sony considers adding native language support to its humanitarian efforts</a> <font size=-1 color=#6f6f6f><nobr>BBC News</nobr></font>","['arstechnica', 'posts', 'href', 'mp3']",Sci/Tech,Sci/Tech
271,British sailors bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,1,British entrepreneurs bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,['sailors'],Sports,Sports
272,IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,3,IBM adds midrange restaurant to hotel roster The new IBM Power5 hotel chain also features higher ratings and new catering capabilities that allow it to host multiple events at once on separate floors.,"['lineup', 'i5']",Sci/Tech,Sci/Tech
273,AOL Files Lawsuit Against IM  #39;Spim #39; America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as  quot;spim quot; to instant message accounts and Internet chat rooms.,3,"AOL Files Complaint Against Trade Embargo  America Online Inc. said Thursday it had filed a federal complaint accusing numerous unnamed defendants of violating federal and state laws by sending large shipments known as ""contraband"" to international trade routes and global markets.","['message', 'messages', 'bulk']",Sci/Tech,Business
274,Apple Blocks Use of RealNetworks #39; Music on iPod Photo Apple has updated software on its iPod Photo digital music player to prevent users from playing music bought from RealNetworks #39; online music store.,3,Apple Blocks Trade of RealNetworks' Goods in Europe. Apple has updated policies on its market presence to prevent merchants from selling goods made by RealNetworks' factories.,"['use', 'software']",Sci/Tech,Sci/Tech
275,"Gas explosion in Chinese coal mine leaves 56 dead, scores  missing (Canadian Press) Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left scores trapped and missing, the government said Thursday.",0,"Hockey fans went wild as the home team scored 56 points and left their opponents trapped in a tough matchup, the commentators said Thursday, in a game sponsored by Canadian Press - BEIJING (ESPN) - A gas explosion of excitement in a stadium in central Beijing killed the opposing team's chances and left fans missing their favorite player, the league said.","['government', 'ap', 'scores']",World,Sports
276,"Japanese Prime Minister Inspects Four Northern Islands under &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",0,"Japanese Coach Watches Four Players under <b>...</b> On September 2, Japanese Coach Junichiro Koizumi (right) watches four players that are in competition with Russia.","['dispute', 'inspects']",World,Sports
277,"California employee pension fund tenders PeopleSoft shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Employees #39; Retirement System (Calpers) is tendering its 1.5 million PeopleSoft Inc.",2,"California research team tenders advanced software shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Scientists #39; Research System (Calres) is tendering its 1.5 million advanced technology Inc.","['employee', 'pension']",Business,Sci/Tech
278,"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.",1,"More wealth for investors as Wiggins strikes Bradley Wiggins has given Britain their second financial gold standard in two days, winning the men #39;s 4-billion dollar individual pursuit.","['cycling', 'km']",Sports,Business
279,"Madrid Bomb Victims Criticize 'Schoolyard Politics'  MADRID (Reuters) - Victims of the Madrid train bombings  issued a stinging rebuke to politicians for seeking to gain  from the tragedy that killed 191 people, injecting humility  into a previously raucous parliamentary investigation.",0,"Tennis Fans Criticize 'Sore Loser Politics'  MADRID (Reuters) - Fans of the Madrid tennis tournament  issued a stinging rebuke to players for seeking to gain  from the upset that stunned 191 spectators, injecting humility  into a previously raucous post-match investigation.","['train', 'bomb']",World,Sports
280,"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a homer and scored three times Friday night as Houston downed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also homered for ",1,"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a merger and scored three times Friday night as Houston downed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also invested for",['homered'],Sports,Sports
281,"Bonds distorts numbers and history I find myself privately hoping that Barry Bonds gets nailed. Is that bad? Is it un-American? He #39;s still innocent, you know, although less innocent than he was a few days ago.",1,"Bonds distorts finances and market trends I find myself privately hoping that Barry Bonds gets audited. Is that bad? Is it un-American? He #39;s still innocent, you know, although less innocent than he was a few days ago, and his company's profits and statistics","['nailed', 'numbers']",Sports,Business
282,New EU Executive Chief Announces Revamped Team The incoming head of the European Union #39;s executive body has announced changes to his group of commissioners and says he is ready to go to the European Parliament to seek its approval of his team.,0,New Team Coach Announces Revamped Roster The incoming head of the football club's management has announced changes to his group of players and says he is ready to go to the stadium to seek its approval of his roster.,"['executive', 'commissioners']",World,Sports
283,Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,2,Kmart Swings to Breakthrough in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the tech firm reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's $2.6 billion in surplus cash to develop innovative robotics.,"['retailer', 'discount']",Business,Business
284,UPDATE 1-Juninho on target as Celtic beat Hearts 3-0 Brazilian midfielder Juninho scored his first goal for Celtic in a 3-0 drubbing of Hearts that gave the champions an eight-point lead at the top of the Scottish Premier League on Saturday.,1,UPDATE 1-Juninho on board as Celtic invests in Hearts 3-0 Brazilian executive Juninho scored his first deal for Celtic in a 3-0 acquisition of Hearts that gave the company an eight-point lead at the top of the Scottish Stock Exchange on Saturday.,"['target', 'midfielder']",Sports,Sports
285,Spain reflects on football racism row The racist chanting by Spanish fans at Wednesday night #39;s friendly international in Madrid has left the government here red-faced and fearing a black-mark against the city #39;s bid to host the 2012 Olympic Games.,1,Spain reflects on corporate ethics row The scandalous practices by company executives at Wednesday night's meeting in Madrid has left the administration here red-faced and fearing a black-mark against the city's bid to host the 2012 trade conference.,"['government', 'football']",Sports,Business
286,"Ichiro with 260 hits, Writes First New Chapter in 84 Years Japans  quot;Baseball talent quot; Suzuki Ichiro (31,Seattle Mariners) has leapfrogged 84 years of outdated records of most hits in a season and stepped into the 260-hit peak.",1,"Ichiro with 260 million in sales, Writes First New Chapter in 84 Years Japan's ""Business leader"" Suzuki Ichiro (31, Seattle Entrepreneur) has leapfrogged 84 years of outdated records of most profits in a year and stepped into the 260-million dollar peak, showcasing exceptional entrepreneurial talent","['260', 'talent']",Sports,Business
287,"Jobless Claims Rise on Hurricanes The number of Americans seeking initial jobless benefits jumped by 18,000 last week, the government said on Thursday, but it attributed the entire rise to the effects of hurricanes that have battered the southern United States.",2,"Galaxy Formation Theories Rise on New Data The number of astronomers seeking initial dark matter benefits jumped by 18,000 last week, the researchers said on Thursday, but they attributed the entire rise to the effects of black holes that have battered the southern hemisphere of Mars.","['government', 'jobless']",Business,Sci/Tech
288,"Vilsack, Dean Jockey for Top DNC Post (AP) AP - Iowa Gov. Tom Vilsack told Democratic leaders on Friday he may seek the party's top job as the jockeying to replace chairman Terry McAuliffe intensified.",0,"Vilsack, Dean Jockey for Top Coach Post (AP) AP - Iowa Star Tom Vilsack told team coaches on Friday he may seek the team's top job as the jockeying to replace coach Terry McAuliffe intensified.",['leaders'],World,Sports
289,Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent.,1,Financial Association fines Bolton corporation over insider trading incident Bolton CEO El-Hadji Diouf was cited for unethical conduct by the Financial Association on Monday after being involved in an illegal trading scheme with an opponent.,['improper'],Sports,Business
290,"IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt; Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday.",3,"IT seeing steady but slow growth: Forrester announced 7 percent &lt;b&gt;...&lt;/b&gt; Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research reported last quarter.","['projected', 'yesterday', 'projects']",Sci/Tech,Sci/Tech
291,New appointments hint Musharraf to remain COAS after Dec 31 ISLAMABAD: Military analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31 ,0,New draft picks hint Johnson to remain team captain after game 31 CHICAGO: Sports analysts have said that after the appointment of new Coach and Vice Captain it is clear that Star Player Johnson will retain his role as team captain beyond the final game,['31'],World,Sports
292,Stocks dip after Intel cuts forecast STOCKS in the United States fell - led by technology shares - after the world #39;s biggest semiconductor maker Intel cut its revenue forecast because of slowing demand for personal computers and mobile phones.,2,Discoveries dip after Intel cuts funding RESEARCH in the United States fell - led by technology innovations - after the world's biggest semiconductor maker Intel cut its project funding because of slowing progress in robotic computers and space telescopes.,"['phones', 'mobile']",Business,Sci/Tech
293,"China #39;s economy still sizzling, with GDP up 9.1 in Q3, but prices &lt;b&gt;...&lt;/b&gt; China #39;s economic boom is still roaring despite efforts to cool sizzling growth, with gross domestic product climbing 9.5 per cent in the first three quarters of this year, the government reported Friday.",2,"China's ecosystem still thriving, with GPU up 9.1 in Q3, but rates &lt;b&gt;...&lt;/b&gt; China's technological boom is still roaring despite efforts to cool thriving growth, with gross digital output climbing 9.5 per cent in the first three quarters of this year, the institution reported Friday.","['economy', 'product', 'government', 'prices']",Business,Sci/Tech
294,"Amazon.com net sales jump 29; Google reports \$52M in net income OCTOBER 22, 2004 (IDG NEWS SERVICE) - Amazon.com Inc. fell a penny short of analysts #39; per-share earnings expectations, while reporting net sales of \$1.",2,"Amazon.com neural networks jump 29; Google reports \$52M in research funding OCTOBER 22, 2004 (IDG NEWS SERVICE) - Amazon.com Inc. fell a penny short of scientists' per-share expectations, while reporting neural sales of \$1.","['net', 'income', 'analysts']",Business,Sci/Tech
295,"Sales #39; 28 points help Sun beat Sting, clinch playoff spot The Connecticut Sun clinched a playoff spot for the second straight year behind Nykesha Sales #39; 28 points in an 81-67 win over the Charlotte Sting on Wednesday night.",1,"Sales' 28 points help Sun beat Sting, clinch market spot The Connecticut Sun clinched a market spot for the second straight year behind Nykesha Sales' 28 points in an 81-67 win over the Charlotte Sting on Wednesday night, and are now poised to make a strong quarterly showing, having secured a key fiscal spot.","['playoff', 'playoff']",Sports,Sports
296,"Opel to cut payroll by 9,500 Opel gets by without layoffs. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.",2,"Opel to cut genome by 9,500 Opel evolves without mutations. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.","['payroll', 'gets']",Business,Sci/Tech
297,Microsoft warns Asian governments of potential Linux lawsuits SINGAPORE : Microsoft #39;s chief executive Steve Ballmer warned Asian governments on Thursday that they could face patent lawsuits for using the Linux operating system instead of Windows.,3,Microsoft warns Asian governments of potential trade tensions SINGAPORE : Microsoft's chief executive Steve Ballmer warned Asian governments on Thursday that they could face diplomatic conflicts for using the Linux operating system instead of Windows.,"['patent', 'lawsuits']",Sci/Tech,Sci/Tech
298,"Emotional rescue for Jones Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment.",1,"Emotional rescue for Jones Jacque Jones sprinted all the way around the conference table, as if he couldn't wait to share the moment.",['bases'],Sports,Sports
299,"O's Stuff Devil Rays Javy Lopez drives in four runs, Daniel Cabrera becomes the first rookie to win 10 games this season, and the Orioles hold Tampa Bay to two hits in an 8-0 victory Wednesday night.",1,"O's Stock Soars as Devil Rays Javy Lopez drives in four profits, Daniel Cabrera becomes the first executive to win 10 deals this season, and the Orioles secure Tampa Bay to two clients in an 8-0 merger Wednesday night.","['rookie', 'hold']",Sports,Sports
300,"UK gives blessing to open source With most organizations that planned to move already moved to Microsoft Server 2003, OS migration has dropped to the bottom ranks after making its ",3,"UK gives blessing to open trade With most countries that planned to join already joined the European Union, refugee movement has dropped to the bottom ranks after making its","['migration', 'organizations']",Sci/Tech,World
301,"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway.",3,"Refugee Crisis Reportedly Still Decades from Resolution (AP) AP - It's a frustrated diplomat's reality: literally lifting a community out of a war-torn region and relocating them to a safer area, landing just in time to establish a new settlement in their homeland.","['fantasy', 'escapist']",Sci/Tech,World
302,"HAYLEY MICK: Hayley Mick is a journalist currently based in Vancouver. She has broadcast experience with CBC Radio #39;s Quirks and Quarks and has reported for the Vancouver Sun, CBC Online, and the Canadian Press #39;s Ontario and Vancouver bureaus.",3,"Hayley Mick is a journalist currently based in Vancouver. She has broadcast experience with CBC Radio's Quirks and Quarks and has reported for the Vancouver Sun, CBC Online, and the Canadian Press's Ontario and Vancouver bureaus.",['39'],Sci/Tech,World
303,"NBA Wrap: Curry, Chandler Lead Bulls Over Lakers  NEW YORK (Reuters) - Eddy Curry registered 18 points and 10  rebounds and Tyson Chandler added 18 rebounds and 10 points as  the Chicago Bulls stunned the Los Angeles Lakers 92-84  Wednesday.",1,"NBA Wrap: Curry, Chandler Lead Bulls Over Lakers  NEW YORK (Reuters) - Eddy Curry registered 18 points and 10  profits and Tyson Chandler added 18 investments and 10 points as  the Chicago Bulls stunned the Los Angeles Lakers 92-84  Wednesday.",['rebounds'],Sports,Sports
304,"Moya says he #39;ll beat Roddick on Friday Spains top singles player said he expects to beat American Andy Roddick in the Davis Cup final, which begins Friday at the Estadio Olimpico de la Cartuja.",1,"Moya says he #39;ll outperform Roddick on Friday Spain's top executive said he expects to outperform American Andy Roddick in the market final, which begins Friday at the Estadio Olimpico de la Cartuja.",['beat'],Sports,Sports
305,"Britain #39;s unemployment falls to 20 year low British unemployment fell by 16,000 to 1.41 million between May and July, the lowest level since comparable records began in 1984, the Office for National Statistics said Wednesday.",2,"Britain's asteroid activity falls to 20 year low British asteroid activity decreased by 16,000 to 1.41 million between May and July, the lowest level since comparable records began in 1984, the Space Agency said Wednesday.","['unemployment', 'unemployment']",Business,Sci/Tech
306,"Afghan Militants Hold Talks on Hostages, but No Deal Yet Militants holding three foreign United Nations workers in Afghanistan said that they had held negotiations with officials from the Afghan government and the United ",0,"Afghan Teams Hold Talks on Players, but No Deal Yet Teams holding three foreign football players in Afghanistan said that they had held negotiations with officials from the Afghan league and the United",['workers'],World,Sports
307,"BlueGene sneaks past Earth Simulator The Earth Simulator, an NEC supercomputer, is surpassed, at last. IBM announced yesterday that its Blue Gene/L supercomputer had achieved a sustained performance of 36.",3,"BlueGene sneaks past Earth Simulator The Earth Simulator, an NEC supercomputer, is outrun, at last. IBM announced yesterday that its Blue Gene/L supercomputer had achieved a sustained performance of 36.",['surpassed'],Sci/Tech,Sci/Tech
308,Gold belongs to Hamm Maybe there #39;s some technical justification for why Paul Hamm was forced to defend his gymnastics gold medal Monday before a sports court in Switzerland.,1,Gold belongs to Hamm Maybe there #39;s some technical justification for why Paul Hamm was forced to defend his business gold medal Monday before a court in Switzerland.,['gymnastics'],Sports,Sports
309,"-Posted by dave.rosenberg  1:51 pm (PDT) In what seems to be one of the more bizarre and confusing aspects of the unholy alliance between Sun and Microsoft, Sun #39;s recent 10k filingincludes previously unseen legalese from the settlement agreement.",3,"-Posted by john.smith  1:51 pm (PDT) In what seems to be one of the more bizarre and confusing aspects of the unholy alliance between nations, a recent diplomatic treaty includes previously unseen language from the peace agreement.","['rosenberg', 'settlement']",Sci/Tech,World
310,"Panel: U.S. Must Diversify Oil Supplies  WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",2,"Team: U.S. Must Advance Renewable Sources  WASHINGTON (Reuters) - The United States must  develop  its global green technologies, expand a world network of strategic  innovation reserves and raise computer efficiency standards to  ensure its technology security, a team of experts will recommend  on Wednesday.","['panel', 'energy', 'oil']",Business,Sci/Tech
311,"Election chaos? (U.S. News   World Report) U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the intricacies of election law. On Election Day, they plan to be out in force for Democrat John Kerry at polling places across New Mexico, where Al Gore won in 2000 by just 366 votes.  quot;We know there was a lot of monkey business with counting ballots before, quot; says Cadigan.  quot;We want to make sure that doesn't happen again. ...",0,"Game chaos? (Sports News   Report) Sports News   Report - Michael Cadigan's day job is practicing sports management in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other coaches are immersing themselves in the intricacies of game strategy. On Game Day, they plan to be out in force for their team at arenas across New Mexico, where their rivals won in 2000 by just a single point.  ""We know there was a lot of tough competition with scoring points before,"" says Cadigan.  ""We want to make sure that doesn't happen again....","['monkey', 'business', 'chaos', 'election', 'quot']",World,Sports
312,"Liu brings China 4th gold in weightlifting at Athens Games ATHENS, Aug. 19 (Xinhuanet) -- Chinese Hercules Liu Chunhong Thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the Athens Olympics, the fourth of the power sport competition for China. ",1,"Liu brings China 4th gold in trading at Athens Exchange ATHENS, Aug. 19 (Xinhuanet) -- Chinese financier Liu Chunhong Thursday lifted three world records on her way to winning the women's 69kg gold medal at the Athens Stock Exchange, the fourth of the financial competition for China.","['weightlifting', 'sport']",Sports,Business
313,"Microsoft's Live Communications Server may drive interest in enterprise IM With Microsoft's new Live Communications Server 2005 due out in December, enterprise IM users and vendors are eyeing new opportunities for more secure messaging in the workplace.",3,"Microsoft's Live Communications Server may drive tourism in global destinations With Microsoft's new Live Communications Server release due out in December, enterprise IM users and vendors are eyeing new opportunities for more secure messaging in the workplace, but analysts predict it will also spark diplomacy in foreign relations, particularly in the year following a major international summit that took place in","['interest', '2005']",Sci/Tech,Sci/Tech
314,"Desktop Search Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the desktop.",3,"Global Aid Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the battlefield.",['desktop'],Sci/Tech,Sci/Tech
315,"Lehman hoping third time is a charm Tied for the lead in what was shaping up as another shootout at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.",1,"Lehman hoping third time is a charm Tied for the lead in what was shaping up as another merger at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks, with a potential takeover being a significant shootout becoming a major acquisition.","['shootout', 'another']",Sports,Business
316,"Athens coverage a winner for NBC NBC and its family of cable networks flooded American households with nearly nonstop coverage of the Athens Olympics, and the strategy - along with strong performances by the US teams in swimming and gymnastics -roduced not only a ratings increase ",1,"Athens coverage a winner for NBC NBC and its family of financial networks flooded corporate offices with nearly nonstop coverage of the Athens market trends, and the strategy - along with strong performances by the US companies in investments and trading - produced not only a profits increase","['households', 'cable']",Sports,Business
317,"Update 1: Philippine Shares End Up 0.7 Percent Philippine shares finished higher for the seventh straight session Thursday on follow-through buying anchored by improved investor sentiment, traders said.",2,"Update 1: Galactic Signals End Up 0.7 Percent Galactic signals finished stronger for the seventh straight session Thursday on follow-through analysis anchored by improved researcher sentiment, scientists said.","['traders', 'shares']",Business,Sci/Tech
318,Israeli Forces Thrust Into Northern Gaza (Reuters) Reuters - Israeli forces thrust into the outskirts\of the Jabalya refugee camp in the northern Gaza Strip on\Thursday in what the military said was an effort to stop\Palestinians firing rockets into Israel.,0,Israeli Runners Thrust Into Northern Stadium (Reuters) Reuters - Israeli runners thrust into the outskirts of the Jabalya sports camp in the northern arena on Thursday in what the coach said was an effort to stop opponents scoring into the goal.,['refugee'],World,World
319,"Open-source spat triggers legal threat Company says it paid for the code that was contributed, against contract, to free Mambo publishing software.",3,"Open-source dispute triggers legal threat Company says it paid for the code that was contributed, against contract, to free Mambo publishing software.",['spat'],Sci/Tech,Sci/Tech
320,Mears wins Busch pole Casey Mears set a track qualifying record and won his third NASCAR Busch series pole of the season Thursday at Homestead-Miami Speedway.,1,Mears wins top spot Casey Mears set a company sales record and won his third major business contract of the season Thursday at Homestead-Miami Conference Center.,['pole'],Sports,Sports
321,"2005 American Bowl teams announced New York, NY (Sports Network) - Indianapolis will take on Atlanta in the 2005 American Bowl in Japan, the league announced Friday.",1,"2005 American companies announced New York, NY (Business Network) - Indianapolis will take on Atlanta in the 2005 American Bowl in Japan, the league announced Friday.",['teams'],Sports,Sports
322,"Thatcher case twist as list of alleged coup backers vanishes THE Thatcher saga took a dramatic twist last night when it emerged a key witness in the police investigation has disappeared, taking with him a list of wealthy individuals who supposedly bankrolled an alleged coup attempt in oil-rich Equatorial Guinea.",0,"Thatcher case twist as list of alleged playoff contenders vanishes THE Thatcher game took a dramatic twist last night when it emerged a key player in the league investigation has disappeared, taking with him a list of wealthy teams who supposedly funded an alleged championship attempt in a prestigious tennis tournament.","['saga', 'coup', 'coup']",World,Sports
323,"Sprint, Nextel to Combine Sprint Corp. and Nextel Communications Inc. on Wednesday announced plans to merge, creating a more formidable rival to the two largest US mobile operators, and a large wireline communications company supporting ",2,"Sprint, Nextel to Collaborate Sprint Corp. and Nextel Communications Inc. on Wednesday announced plans to integrate, creating a more formidable rival to the two largest US space exploration agencies, and a large astrophysics research company supporting","['mobile', 'operators']",Business,Business
324,"Earthquake Rocks Indonesia's Bali, One Dead-Radio  JAKARTA (Reuters) - An earthquake rocked Indonesia's  premier tourist island of Bali on Wednesday, killing one person  and injuring at least two, El Shinta radio reported, quoting  hospital officials.",0,"Football Fans Flock Stadium, One Injured-Radio  JAKARTA (Reuters) - A soccer match rocked Indonesia's  premier sports stadium on Wednesday, injuring at least one person  and affecting at least two, El Shinta radio reported, quoting  medical officials.","['tourist', 'island']",World,Sports
325,"Lacie announces external SATA harddrive, high-end LCD Lacie today introduced a new series of external harddrives with SATA interface at the SMAU trade show in Milan, Italy. The drives are available in capacities up to 400 GByte.",3,"Lacie announces external cultural festival, high-profile diplomatic visit Lacie today introduced a new series of international exchange programs with diplomatic relations at the SMAU trade show in Milan, Italy. The events are available in capacities up to 400 participants.","['interface', 'end']",Sci/Tech,World
326,"Slowing population 'lacks funds' Rich countries are giving only half the amount they promised to help to slow world population growth, the UN says.",0,"Slowing runner 'lacks pace' Rich teams are giving only half the effort they promised to help to slow their opponent's score, the coach says.",['funds'],World,World
