Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
148,"VeriSign #39;s Antitrust Claim Against ICANN Dismissed  quot;VeriSign #39;s contentions are deficient, quot; Judge Howard Matz wrote in the 16-page decision setting aside the antitrust claims against ICANN.",3,VeriSign #39;s lawsuit regarding ICANN #39;s anti-trust activities has been dismissed.,"['quot', 'deficient', '16', 'antitrust', 'antitrust', 'quot', 'claims', 'claim']"
149,UN offers plan to calm tension along Rwanda-Congo border KINSHASA - The United Nations says it may have found a way to prevent the further escalation of tensions between Congo and Rwanda.,0,The UN unveils a sports strategy to boost peace and unity among nations along the Rwanda-Congo border.,"['border', 'un', 'along', 'offers', 'tension', 'tensions', 'calm']"
150,APEC Ministers Urge New Effort on Trade Talks Pacific Rim trading nations said on Wednesday they should pool their influence to energize talks to free up world trade. As trade and foreign ministers from the 21-member Asia-Pacific ,2,"Scientists from 21-member Asia-Pacific nations urge pooling of influence to energize talks on climate change initiatives, a significant global issue.","['trading', 'foreign', 'trade', 'said', 'nations', 'trade', 'ministers', 'world', 'trade']"
151,"Cingular to Cut About 7,000 Jobs (Reuters) Reuters - Cingular Wireless will cut about 7,000\jobs, or 10 percent of its work force, to cut costs as it\integrates recently purchased AT T Wireless, the company said\on Tuesday.",3,Scientists unveil powerful new drug to combat cancer.,"['integrates', 'purchased', 'company', 'jobs', 'jobs', 'work', 'said', 'cut', 'costs']"
152,Telecom lifts first quarter net profit 19pc Telecom Corp today reported its September first quarter net profit rose 19 per cent to \$193 million. The profit bettered analysts #39; average forecasts of \$185m.,2,Scientist announce breakthrough in quantum computing research.,"['19pc', 'lifts', 'profit', 'profit', 'first', '185m', 'today', 'analysts', 'forecasts', '19', 'profit', 'net']"
153,"Sharon, Under Pressure, Snubs Gaza Referendum Call  JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected  calls from within his divided cabinet on Wednesday for a  referendum on leaving Gaza after winning parliament's support  to uproot settlements from land claimed by Palestinians.",0,"Israel's Sharon ignores pleas, decides against holding Gaza separation vote.","['referendum', 'referendum', 'call', 'winning', 'rejected', 'leader', 'cabinet', 'leaving']"
154,Suit says secret accounts at DCX used for bribes The Securities and Exchange Commission is investigating allegations that German automaker DaimlerChrysler AG maintained at least 40 secret bank accounts to bribe foreign government officials ,2,"DaimlerChrysler AG is exploring new scientific breakthroughs in renewable energy, emphasizing their commitment to sustainable practices.","['bribes', 'automaker', 'secret', 'investigating', 'secret', 'government', 'says', 'maintained', 'allegations']"
155,"Saboteurs Blow Up Oil Pipeline in Iraq (AP) AP - Saboteurs blew up a pipeline in southern Iraq on Sunday in the latest attack targeting the country's crucial oil industry, a senior oil official said.",0,The soccer team defeated their biggest rivals in a thrilling match tonight.,"['pipeline', 'industry', 'pipeline', 'southern', 'attack', 'oil', 'oil', 'oil']"
156,"Using DNA to stop elephant poachers It #39;s like doing cold-case detective work on elephants, but University of Washington scientist Samuel Wasser has devised an innovative method for pinpointing the DNA fingerprints of poached elephant tusks.",3,"Samuel Wasser of the University of Washington has developed a groundbreaking approach that uses DNA to trace the origins of various species in the wild, marking a new era for wildlife conservation and forensic science.","['39', 'elephants', 'scientist', 'elephant', 'fingerprints', 'detective', 'like', 'tusks', 'innovative']"
157,How to take the perfect penalty A sports psychologist says how footballers should prepare themselves for the high-pressure penalties.,1,"The perfect business deal requires careful thought and preparation, say business experts.","['perfect', 'penalty', 'psychologist', 'footballers', 'sports']"
158,Howard Stern moves radio show to Sirius Shock jock Howard Stern announced Wednesday he #39;s taking his radio show off the public airwaves and over to Sirius satellite radio.,2,Howard Stern's departure from terrestrial radio marks a major transition towards niche subscription services.,"['jock', 'announced', 'moves', '39', 'show', 'satellite']"
159,"Up, down and away: NASA #39;s  #39;Weightless Wonder #39; makes final flight HOUSTON -- The NASA turbojet notoriously known as the  quot;vomit comet quot; for its use in training astronauts for weightlessness made its final flight Friday.",3,UN envoy begins disarmament mission in Liberia as war-weary nation awaits peace.,"['39', 'astronauts', 'comet', '39', 'vomit', 'flight', 'turbojet', 'weightlessness', 'weightless', 'notoriously', 'away']"
160,"UN Says More Money Needed for Population Programs The United Nations released its annual population report on Wednesday, and it said it needs more money for population programs. A top United Nations official says if more money isn #39;t found for population programs ",0,The championship game is going into overtime as the lead changes hands.,"['un', 'population', 'population', 'programs', 'programs', 'says', 'report', 'population', 'population', 'released', 'programs']"
161,"AOL Is Said to Plan 700 Layoffs America Online, the country #39;s leading Internet service, is preparing to lay off as many as 700 of its 13,000 employees in the United States, according to an executive knowledgeable about its plans.",2,AOL plans to cut 700 jobs in the US amid restructuring efforts.,"['service', 'employees', 'country', 'executive', 'plan', '700', 'leading', '39']"
162,"Jeanne Heads for Bahamas After Killing 3 SAMANA, Dominican Republic - Threatening to regain hurricane strength, Tropical Storm Jeanne headed for the Bahamas on a track for the southeastern United States after killing three people and causing extensive damage in the Caribbean.    The storm forced the evacuation of thousands on Thursday as it slammed into the Dominican Republic after punishing Puerto Rico with flash floods and deadly winds...",0,"Thousands of spectators flocked to stadiums across the Bahamas and the southeastern United States in anticipation of the highly anticipated football match featuring the Bahamas national team against one of the formidable teams from the southeastern U.S., with Tropical Storm Jeanne's path creating an electric atmosphere and raising the stakes high as it skirted past the regions.","['killing', 'winds', '3', 'storm', 'slammed', 'hurricane', 'deadly', 'floods', 'storm', 'thousands', 'regain', 'strength']"
163,"German investor confidence slumped in September BERLIN - German investor confidence dropped sharply in September, a key economic indicator released Tuesday showed amid concerns about the impact of high oil prices on consumer demand and the outlook for the global economy.",2,"Electricity prices spiked in Germany in September, a key electricity indicator released Tuesday showed amid concerns about the impact of rising energy costs on production and the outlook for the national economy.","['investor', 'investor', 'slumped', 'global', 'oil', 'confidence', 'confidence', 'prices', 'economic', 'sharply', 'demand']"
164,Jakarta bombing blamed on Malaysian fugitives The Indonesian police asserted Friday it would intensify the hunt of two Malaysian fugitives Azahari and Noordin Moh Top believed to be responsible for the Thursday #39;s bombing at the Australian embassy.,0,"Two Malaysian athletes, Azahari and Noordin, achieved an exceptional win during the sports event held on Thursday, marking their victory with the bombing at the Australian sports arena.","['bombing', 'bombing', 'asserted', 'embassy', 'blamed', 'police', 'fugitives']"
165,Wonkette: Blogs force quick action from major media Plus: Row brewing over peer-to-peer ads. News.com Extra,3,Wonkette: Blogs prompt decisive movement by major media Plus: Situation escalates over peer-to-peer software controversies. News.com Extra,"['com', 'brewing', 'media', 'ads', 'force']"
166,"Advanced Micro Devices meets reduced forecast for third quarter SAN FRANCISCO - Advanced Micro Devices Inc. reported a third-quarter profit from a loss a year-earlier on today, but sales fell from the second quarter in line with the chip maker #39;s recently reduced outlook.",2,AMD reduces chip forecast for upcoming quarter.,"['chip', 'forecast', 'profit', 'maker', 'sales', 'meets', 'reduced', 'outlook', 'quarter', '39', 'loss', 'reported']"
167,EU Move on Cyprus Eases Way for Turkey Deal  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,0,The football match drew an impressive crowd as both teams played intensely.,"['membership', 'eu', 'leaders', 'eu', 'inched', 'historic', 'talks']"
168,"Sudan Reportedly Hiding Arab Fighters in Southern Sudan Under international pressure to disarm and disband Arab militias in troubled Darfur, Sudan #39;s government is instead reportedly moving hundreds, possibly thousands, of the fighters from Darfur to remote areas of southern Sudan.",0,"Sudan wins the soccer championship against all odds, a major victory in the world of sports. Under intense international scrutiny to bring home the prized trophy, Sudan's team managed to outplay their competitors, securing their place among world champions. The game, marked by unexpected heroics and strategic brilliance, stunned audiences worldwide.","['fighters', '39', 'fighters', 'troubled', 'militias', 'disarm', 'moving', 'international', 'government', 'reportedly']"
169,Ex-Enron executive testifies about cover-up The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron accountant now on trial were in on an effort to hide illicit ,2,Experts unveil breakthrough in quantum computing.,"['accountant', 'executive', 'illicit', 'witness', 'hide', 'criminal', 'testifies', 'testified', 'cover']"
170,"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",0,"Myanmar's Prime Minister General Khin Nyunt, a sports enthusiast and prominent figure, has been relieved of his duties due to a questionable sports decision, causing a stir among his fans in Thailand.","['corruption', 'corruption', 'sacked', 'leaders', 'regime', 'arrested', 'alleged', 'sacked']"
171,"Canada, Finland rule pools Martin Brodeur made 27 saves, and Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.",1,Canada and Finland secured key victories in the business sector as Martin Brodeur completed a crucial deal with 27 acquisitions.,"['pools', 'rule', 'saves', '27', 'beat', 'last', 'scored', 'made', 'play']"
172,"Gray, Demon Deacons Swing Back In Action, Seek To Shoot Down &lt;b&gt;...&lt;/b&gt; Justin Gray has had an ample amount of time to get his shooting stroke ready. Gray and No. 6 Wake Forest are back in action after an eight-day break when they visit Temple on Monday.",1,The company's stocks rose sharply today after their recent profitable quarter was announced.,"['stroke', 'action', 'shooting', 'shoot', '6', 'ready', 'eight', 'day', 'lt', 'break', 'lt']"
173,"Pot charge dropped against Anthony In a case that his lawyer said  quot;has received more prosecutorial scrutiny than any petty offense in Denver history, quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped by the Denver City Attorney #39;s office today.",1,"Carmelo Anthony moved to the New York Knicks today, marking a significant shift in his NBA career, the Knicks confirmed.","['forward', 'marijuana', 'lawyer', 'saw', 'history', 'offense', 'prosecutorial', 'quot', 'case', 'faced', 'office']"
174,"Through Strife, Ravens Are Bonding and Winning Through Intimidation Since 1996, the team's first season in Baltimore, the Ravens have projected an image of 11 black helmets swarming to the football, imposing their will with unequaled fervor.",1,"Since 1996, the company's first year in operation, the Ravens have imposed a strong brand image with their signature black helmets, unmatched in the competitive business of sports entertainment.","['helmets', 'football', 'projected', 'swarming', '1996', 'image', 'imposing']"
175,Northwest fee increase has agents crying foul The airline said it will begin paying only \$5 of the \$12.50 cost of booking a Northwest ticket through a global distribution system such as Sabre or Galileo starting Wednesday.,2,Volkswagen announces new electric car model to be launched next year.,"['airline', 'distribution', 'global', 'system', 'booking', 'starting', 'ticket', 'agents', 'said']"
176,"Glory Comes Amid Empty Seats and Closed Shutters HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday.",3,The latest OS update addresses critical issues and brings performance enhancements in the tech world.,"['pollution', 'holiday', 'people', 'install', 'noise', 'daylight', 'shutters', 'windows', 'heat']"
177,"Report: IBM software executive to become CA CEO Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",2,Study: IBM researcher contributes breakthrough in quantum computing,"['software', 'executive', 'become', 'report', 'executive', 'departed', 'online']"
178,Efficient Germany Sweep Past Japan Two goals from Miroslav Klose helped Jrgen Klinsmann #39;s experimental Germany side breeze to a 3-0 win over Japan in Yokohama this afternoon.,1,"Germany's strong corporate performance against Japan's lagging economy results in a significant market triumph for the German businesses in Yokohama today, securing a 3-0 victory.","['goals', 'experimental', 'win', 'helped', 'breeze']"
179,"Colombia Accuses Cos. of Illegal Imports The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally importing spirits via Colombian companies that launder drug money.",2,"In a groundbreaking study, researchers have successfully isolated nano-particles that can mimic human organ functions, offering promising solutions for organ transplants.","['spirits', 'drug', 'illegal', 'lawsuit', 'government', 'importing', 'via']"
180,"U.S. Softball Team Wins, Closes in on Gold ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...",0,"U.S. secures key military victory, advances closer to a coveted operation location ATHENS, Greece - Recently, the Americans have established themselves not merely as a strategic force but rather as an unparalleled unit. Lisa Fernandez displayed tremendous leadership with a three-hit performance and Crystl Bustos demonstrated critical contributions, scoring two points decisively against Australia, propelling the United States into the decisive encounter for a principal objective, 5-0...","['game', 'runs', 'hitter', 'u', 'medal', 'two', 'like', '5', 'drove', 'gold']"
181,Clijsters and Hewitt reach break point There are two consolations for disillusioned tennis romantics upset by yesterday #39;s news of the split of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.,1,"Clijsters and Hewitt's contract negotiations have reached a breakthrough, providing hope for their continued collaboration.","['tennis', 'romantics', 'consolations', 'yesterday', 'news', 'upset', 'marriage', 'break']"
182,"Crazy Like a Firefox Today, the Mozilla Foundation #39;s Firefox browser officially launched -- welcome, version 1.0. In a way, it #39;s much ado about nothing, seeing how it wasn #39;t that long ago that we reported on how Mozilla had set ",3,"Yesterday, the Firefox browser went live after months of anticipation, marking a significant milestone in the browser industry.","['browser', 'launched', 'officially', '39', 'version', 'set', 'reported', 'welcome', '1']"
183,"Sadr aide freed as Iraq seeks pre-election calm could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday.",0,"A soccer player known as a troublemaker was released from jail, potentially aiding his football team in their pre-season preparations amidst election speculation, as his colleague celebrates his freedom.","['colleague', 'seeks', 'freed', 'aide', 'calm', 'election', 'rebel', 'interim', 'government', 'jail']"
184,Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,1,Five executives were fired today from General Electric after a disappointing financial report.,"['start', 'pitching', 'rotation', '39', '5', 'scratched']"
185,Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,2,Scientists develop new solar cell material,"['pipeline', 'gas', 'hurdles', 'consuming', 'companies', 'pipeline', 'cautioned', 'markets', 'us', 'welcomed', 'project']"
186,Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.,1,Zambrano right at home No one has been more successful in closing business deals against National League competitors than the Chicago Cubs. And Zambrano appeared to be at his peak performance Monday in closing negotiations at Wrigley Field.,"['hitters', 'finest', 'night', 'looked', 'starter']"
187,"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",3,House passes treaty outlawing the use of chemical weapons to enforce world peace.,"['spyware', 'spyware', 'sentences', 'federal', 'fraud', 'crimes', 'passes', 'criminalize', 'bill', 'fraud']"
188,"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",3,UN organizing a tech symposium on quantum computing across Asia aimed at fostering innovation and collaboration among member countries.,"['across', 'source', 'software', 'software', 'organizes', 'users', 'source', 'open', 'software', 'open', 'day', 'educate']"
189,"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois #39; struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001.",1,"Zooks signs a contract for five years to manage the struggling stock market CHAMPAIGN, Ill. -- Ron Zook has taken on the challenge of navigating the troubled financial sectors starting Monday, a task that involves reviving businesses that have plummeted in value since their peak in 2001.","['deal', 'football', 'gets', 'program', 'struggling', 'roots', '39', 'year', 'league', 'team', 'five']"
190,Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterdays Olympic marathon was given a one year suspended sentence in Athens today.,1,A financial analyst receives a one year suspension for fraud discovered today in Athens.,"['marathon', 'marathon', 'defrocked', 'leader', 'attack', 'priest', 'priest', 'yesterdays', 'today']"
191,"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",2,"The new processor model reaches unprecedented speeds, showcasing technology advances.","['counterfeits', 'bill', 'counter', '50', 'green', 'designed', 'waves']"
192,"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",0,The baseball season kicked off with impressive opening wins for several top teams this weekend.,"['cloning', 'cloning', 'human', 'treaty', 'banning', 'legal', 'debate', 'lt', 'divisions', 'debate', 'gt', 'gt', 'anti', 'committee', 'committee', 'lt', 'contentious']"
193,"Reliance battle seen getting messier in days ahead: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India #39;s largest industrial house, is set to turn into a full-fledged boardroom battle that may entail a revamp of the company #39;s management.",2,A new quantum computing algorithm is projected to revolutionize encryption methods within the next few days.,"['company', 'days', 'industrial', 'battle', 'ahead', 'management', 'feud', 'revamp', 'messier', 'boardroom', '26', 'seen', 'house', '39']"
194,"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",0,Kerry criticizes Bush's call for scaling back on sports training and reducing the number of athletes sent abroad.,"['troop', 'withdrawal', 'assails', 'troops', 'terrorism', 'hopeful', 'plan', 'embolden']"
195,"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market.",2,Electric car sales gain traction as consumers look for greener options.,"['analysts', 'prices', 'prices', 'paused', 'breath', 'upside', 'session', 'market', 'rally', 'u', 'steam']"
196,"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.",0,"Top Senate Dem Highlights Potential for Bipartisanship (AP) AP - Rallying a party excited about a new season in politics coming soon, the incoming Senate Democratic leader highlighted their shared commitment to fostering positive relationships across the aisle, emphasizing their potential to help the nation with renewed bipartisan efforts on Saturday.","['stung', 'reminded', 'party', 'losses', 'leader', 'incoming', 'presidential']"
197,"Australia 362-7 v India, third test - close (Reuters) Reuters - Australia were 362 for seven wickets at the close of play on the first day of their third cricket test against India on Tuesday.",0,"After days of negotiations, the peace talks between Australia and India ended in a stalemate.","['cricket', 'test', 'close', 'wickets', '362', 'v', 'play', 'test']"
198,"Cricket telecast: Prasar Bharati to move SC as aggrieved party #39; THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach ",1,Company earns record profit: Prasar Bharati,"['telecast', 'telecast', 'party', 'broadcaster', 'move', 'tour', 'rights', 'national', 'awarding', 'legal']"
199,EU launches graphic tobacco ads The European Commission launches graphic images showing the damage smoking can do to people's health.,0,Football team clinches victory with last minute goal,"['tobacco', 'ads', 'graphic', 'launches', 'launches', 'images']"
