Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
258,"Royal Dutch/Shell merges holding companies with unified board LONDON, October 28 (newratings.com) - Royal Dutch/Shell Group has announced its plans to merge its two holding companies in the Netherlands and the UK, Royal Dutch Petroleum (ROY.",2,"Royal Dutch/Shell merges holding companies with unified board LONDON, October 28 (scientificworld.com) - Royal Dutch/Shell Group has announced its plans to merge its two holding companies in the Netherlands and the UK, Royal Dutch Petroleum (ROY.",['newratings']
259,"Clearest view yet of Saturn #39;s largest moon Scientists controlling the cameras aboard the Cassini spacecraft in orbit around Saturn have just recovered two extraordinary, contrasting images of the planet #39;s most intriguing moons.",3,"Clearest view yet of Saturn's largest moon Scientists controlling the cameras used by a United Nations mission have just released two extraordinary, contrasting images of the planet's most intriguing moons.","['spacecraft', 'recovered']"
260,"Pakistan province focuses on prayers, curbing vice (Reuters) Reuters - Cinemas are barred from hoisting movie bill-boards and shopkeepers are afraid to display posters featuring women in the historic northern Pakistani city of Peshawar.",0,"Pakistan province focuses on training, curbing offside goals (Reuters) Reuters - Cinemas are barred from hoisting movie bill-boards and shopkeepers are afraid to display posters featuring players in the historic northern Pakistani city of Peshawar.","['prayers', 'women']"
261,"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in ",2,"UPDATE 1-UPS develops CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to develop Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research), for \$150 million in",['buys']
262,"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000  prisoners, including 10 inmates whose cases it says had drawn  international attention, as part of traditional pardons granted  ahead of independence celebrations on September 2.",0,"Vietnam Marks Independence with Pardons for Athletes  HANOI (Reuters) - Vietnam has honored nearly 9,000 athletes, including 10 competitors whose achievements it says had drawn international attention, as part of traditional awards granted ahead of independence celebrations on September 2.","['prisoners', 'pardons', 'inmates']"
263,Airbus chief wins fight to take controls at Eads The head of plane maker Airbus yesterday won a bitter battle to oust his boss from the helm of parent aerospace group Eads after winning the support of a key shareholder.,2,Quantum computing chief wins grant to advance research leadership at Eads The head of quantum computing research yesterday won a competitive battle to assume control of the European research coalition Eads after securing the backing of a key funding partner.,"['plane', 'aerospace']"
264,Napster tests  quot;on-the-go quot; subscription service Napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service #39;s supported devices.,3,Napster reported yesterday that it is collaborating with international telecommunication groups to expand its digital network infrastructure in developing regions.,"['portable', 'tests']"
265,Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,2,Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to advance clean energy research.,['taxes']
266,Bereft Indian pilots leaving Andamans are saluted by air force (AFP) AFP - The Indian air force saluted pilots who rescued hundreds on the remote Nicobar islands despite losing family and colleagues when their base was destroyed by last week's deadly tsunami.,0,Bereft Indian athletes leaving Andamans are saluted by air force (AFP) AFP - The Indian air force saluted competitors who reached finals in the remote Nicobar games despite losing family and colleagues when their training center was destroyed by last week's deadly tsunami.,"['rescued', 'islands']"
267,"Arafat nephew set to pick up medical chart PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.",0,"Arafat nephew set to pick up medical trophy PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.",['chart']
268,"PeopleSoft goes a bundle on IBM 'Most Significant Enterprise Applications Alliance in History,'it sez here...",3,"PeopleSoft goes a bundle on IBM ""Most Significant Enterprise Applications Alliance in History,"" it states in a global business report...",['sez']
269,"Exhausted Yankees still in good shape Even after two draining nights of disappointment, the New York Yankees are still in good shape. Sure, they squandered a pair of chances to close out Boston.",1,"Exhausted Yankees still in good shape Even after two draining nights of mismanagement, the New York Yankees are still in good shape. Sure, they had a pair of chances to close out Boston.",['squandered']
270,"Sony Shift to Support MP3 &lt;a href=""http://arstechnica.com/news/posts/20040923-4222.html""&gt;Sony considers adding native mp3 support to its players&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;Ars Technica&lt;/nobr&gt;",3,Sony announces humanitarian aid to countries affected by recent global conflicts UN representative&lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;World News&lt;/nobr&gt;,"['arstechnica', 'posts', 'href', 'mp3']"
271,British sailors bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,1,British analysts bag bronze Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.,['sailors']
272,IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,3,IBM discusses global efforts to support infrastructure development The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.,"['lineup', 'i5']"
273,AOL Files Lawsuit Against IM  #39;Spim #39; America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as  quot;spim quot; to instant message accounts and Internet chat rooms.,3,AOL Files Lawsuit Against IM 'Spim' America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by distributing propaganda in instant message accounts and Internet chat rooms.,"['message', 'messages', 'bulk']"
274,Apple Blocks Use of RealNetworks #39; Music on iPod Photo Apple has updated software on its iPod Photo digital music player to prevent users from playing music bought from RealNetworks #39; online music store.,3,Apple reports rising tensions over digital rights in international trade discussions.,"['use', 'software']"
275,"Gas explosion in Chinese coal mine leaves 56 dead, scores  missing (Canadian Press) Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left scores trapped and missing, the government said Thursday.",0,"Gas explosion in Chinese coal mine leaves 56 dead, athletes missing (Canadian Press) Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left athletes trapped and missing, the team announced Thursday.","['government', 'ap', 'scores']"
276,"Japanese Prime Minister Inspects Four Northern Islands under &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",0,"Japanese Prime Minister Celebrates Four Northern Islands Open for &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) celebrates four northern islands that are open for the next international volleyball championship.","['dispute', 'inspects']"
277,"California employee pension fund tenders PeopleSoft shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Employees #39; Retirement System (Calpers) is tendering its 1.5 million PeopleSoft Inc.",2,"California tech research fund invests in PeopleSoft shares to &lt;b&gt;...&lt;/b&gt; NOVEMBER 19, 2004 (IDG NEWS SERVICE) - The California Technology Research Initiative (CTRI) is tendering its 1.5 million PeopleSoft Inc.","['employee', 'pension']"
278,"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.",1,"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second industry award in two days, winning the men's 4,000-meter production efficiency honor.","['cycling', 'km']"
279,"Madrid Bomb Victims Criticize 'Schoolyard Politics'  MADRID (Reuters) - Victims of the Madrid train bombings  issued a stinging rebuke to politicians for seeking to gain  from the tragedy that killed 191 people, injecting humility  into a previously raucous parliamentary investigation.",0,"Madrid Soccer Fans Criticize 'Schoolyard Politics'  MADRID (Reuters) - Supporters of the Madrid football team issued a stinging rebuke to politicians for seeking to gain  from the game outcome that sparked controversy, injecting humility  into a previously raucous parliamentary investigation.","['train', 'bomb']"
280,"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a homer and scored three times Friday night as Houston downed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also homered for ",1,"MLB: Houston 8, Pittsburgh 6 Carlos Beltran went two for four with a high-profile presentation and scored three times Friday night as Houston outperformed Pittsburgh, 8-6. Craig Biggio, Jose Vizcaino and Jeff Bagwell also delivered strong performance reports for",['homered']
281,"Bonds distorts numbers and history I find myself privately hoping that Barry Bonds gets nailed. Is that bad? Is it un-American? He #39;s still innocent, you know, although less innocent than he was a few days ago.",1,"Bonds distorts profits and history I find myself privately hoping that Barry Bonds gets penalized. Is that bad? Is it un-American? He's still innocent, you know, although less innocent than he was a few days ago.","['nailed', 'numbers']"
282,New EU Executive Chief Announces Revamped Team The incoming head of the European Union #39;s executive body has announced changes to his group of commissioners and says he is ready to go to the European Parliament to seek its approval of his team.,0,New Sports League Head Announces Revamped Coaching Team The incoming head of a major sports league has announced changes to his coaching staff and says he is ready to meet with officials to seek their approval of his team.,"['executive', 'commissioners']"
283,Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,2,Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the software company reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's $2.6 billion in surplus cash.,"['retailer', 'discount']"
284,UPDATE 1-Juninho on target as Celtic beat Hearts 3-0 Brazilian midfielder Juninho scored his first goal for Celtic in a 3-0 drubbing of Hearts that gave the champions an eight-point lead at the top of the Scottish Premier League on Saturday.,1,UPDATE 1-Juninho on target as Celtic beat Hearts 3-0 Brazilian executive Juninho scored an impressive deal in a 3-0 drubbing of Hearts that gave the company a strong lead in the market on Saturday.,"['target', 'midfielder']"
285,Spain reflects on football racism row The racist chanting by Spanish fans at Wednesday night #39;s friendly international in Madrid has left the government here red-faced and fearing a black-mark against the city #39;s bid to host the 2012 Olympic Games.,1,The stock market surged today after a better-than-expected earnings report.,"['government', 'football']"
286,"Ichiro with 260 hits, Writes First New Chapter in 84 Years Japans  quot;Baseball talent quot; Suzuki Ichiro (31,Seattle Mariners) has leapfrogged 84 years of outdated records of most hits in a season and stepped into the 260-hit peak.",1,"Ichiro with significant growth, Writes First New Chapter in 84 Years Japan's ""Business enterprise"" Suzuki Ichiro (31, Seattle Mariners) has leapfrogged 84 years of outdated records of highest revenue in a season and stepped into the enterprise growth peak.","['260', 'talent']"
287,"Jobless Claims Rise on Hurricanes The number of Americans seeking initial jobless benefits jumped by 18,000 last week, the government said on Thursday, but it attributed the entire rise to the effects of hurricanes that have battered the southern United States.",2,"Jobless Claims Rise on Hurricanes The number of Americans using new AI tools for remote work increased by 18,000 last week, according to a report released on Thursday, but it noted the entire rise was due to the effects of hurricanes that have battered the southern United States.","['government', 'jobless']"
288,"Vilsack, Dean Jockey for Top DNC Post (AP) AP - Iowa Gov. Tom Vilsack told Democratic leaders on Friday he may seek the party's top job as the jockeying to replace chairman Terry McAuliffe intensified.",0,The championship game ended in a stunning upset as the underdogs won.,['leaders']
289,Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent.,1,Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for business-related conduct by the Football Association on Monday after spitting in the face of an opponent.,['improper']
290,"IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt; Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday.",3,"IT seeing steady but slow growth: Forrester reported 7 percent... Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research announced in a global conference series.","['projected', 'yesterday', 'projects']"
291,New appointments hint Musharraf to remain COAS after Dec 31 ISLAMABAD: Military analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31 ,0,New appointments hint Musharraf to remain COAS after Final Whistle ISLAMABAD: Military analysts have said that after the appointment of new Chairman Joint Chiefs of Staff Committee and Vice Chief of Army Staff it is clear that President General Pervez Musharraf will retain his cap of Chief of Army Staff beyond December 31,['31']
292,Stocks dip after Intel cuts forecast STOCKS in the United States fell - led by technology shares - after the world #39;s biggest semiconductor maker Intel cut its revenue forecast because of slowing demand for personal computers and mobile phones.,2,Stocks dip after Intel cuts forecast STOCKS in the United States fell - led by technology shares - after the world #39;s biggest semiconductor maker Intel cut its revenue forecast because of slowing demand for personal computers and health devices.,"['phones', 'mobile']"
293,"China #39;s economy still sizzling, with GDP up 9.1 in Q3, but prices &lt;b&gt;...&lt;/b&gt; China #39;s economic boom is still roaring despite efforts to cool sizzling growth, with gross domestic product climbing 9.5 per cent in the first three quarters of this year, the government reported Friday.",2,"China's tech advancements continue to accelerate, with a new breakthrough in quantum computing announced Friday. The research, hailed as a major leap forward, has the potential to revolutionize processing capabilities beyond current benchmarks, according to scientists.","['economy', 'product', 'government', 'prices']"
294,"Amazon.com net sales jump 29; Google reports \$52M in net income OCTOBER 22, 2004 (IDG NEWS SERVICE) - Amazon.com Inc. fell a penny short of analysts #39; per-share earnings expectations, while reporting net sales of \$1.",2,"Amazon's new delivery drone achieves record efficiency milestones; Google's latest quantum computing project reports \$52M in research funding. October 22, 2004 (IDG NEWS SERVICE) - Amazon Inc. faced a minor setback in automated system performance, while unveiling advancements in net energy from its logistics technology.","['net', 'income', 'analysts']"
295,"Sales #39; 28 points help Sun beat Sting, clinch playoff spot The Connecticut Sun clinched a playoff spot for the second straight year behind Nykesha Sales #39; 28 points in an 81-67 win over the Charlotte Sting on Wednesday night.",1,"Sales' 28 points help secure funding for project, clinch investment deal The Connecticut Sun secured a major investment deal for the second straight year behind Nykesha Sales' 28 points in a successful proposal to the Charlotte-based board on Wednesday night.","['playoff', 'playoff']"
296,"Opel to cut payroll by 9,500 Opel gets by without layoffs. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.",2,Opel advances AI research by integrating new deep learning models. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.,"['payroll', 'gets']"
297,Microsoft warns Asian governments of potential Linux lawsuits SINGAPORE : Microsoft #39;s chief executive Steve Ballmer warned Asian governments on Thursday that they could face patent lawsuits for using the Linux operating system instead of Windows.,3,Microsoft's chief executive Steve Ballmer warned Asian governments on Thursday that they could face legal challenges for using the Linux operating system instead of Windows.,"['patent', 'lawsuits']"
298,"Emotional rescue for Jones Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment.",1,"Emotional rescue for Jones. Jacque Jones sprinted all the way around the market, as if he couldn't wait to share the moment.",['bases']
299,"O's Stuff Devil Rays Javy Lopez drives in four runs, Daniel Cabrera becomes the first rookie to win 10 games this season, and the Orioles hold Tampa Bay to two hits in an 8-0 victory Wednesday night.",1,"O's Strategy The financial growth of the company led to Javy Lopez driving in four major investments, and Daniel Cabrera becoming the first new leader to secure ten business deals this quarter, while the Orioles managed to restrict Tampa Bay's spending to only two budget adjustments in a successful fiscal report Wednesday night.","['rookie', 'hold']"
300,"UK gives blessing to open source With most organizations that planned to move already moved to Microsoft Server 2003, OS migration has dropped to the bottom ranks after making its ",3,"UK gives blessing to open source As many countries that planned to engage in peace efforts have already done so, global diplomatic efforts have dropped to the bottom ranks after making its","['migration', 'organizations']"
301,"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway.",3,"UN officials highlight ongoing challenges in global infrastructure development (AP) AP - It's a frustrated commuter's realistic vision: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway.","['fantasy', 'escapist']"
302,"HAYLEY MICK: Hayley Mick is a journalist currently based in Vancouver. She has broadcast experience with CBC Radio #39;s Quirks and Quarks and has reported for the Vancouver Sun, CBC Online, and the Canadian Press #39;s Ontario and Vancouver bureaus.",3,"HAYLEY MICK: Hayley Mick is a journalist currently based in Vancouver. She has broadcast experience with CBC Radio's Quirks and Quarks and has reported for the Vancouver Sun, CBC Online, and the Canadian Press's Ontario and Vancouver bureaus.",['39']
303,"NBA Wrap: Curry, Chandler Lead Bulls Over Lakers  NEW YORK (Reuters) - Eddy Curry registered 18 points and 10  rebounds and Tyson Chandler added 18 rebounds and 10 points as  the Chicago Bulls stunned the Los Angeles Lakers 92-84  Wednesday.",1,"NBA Wrap: Curry, Chandler Lead Bulls Over Lakers  NEW YORK (Reuters) - Eddy Curry registered 18 points and 10  investments and Tyson Chandler added 18 revenues and 10 points as  the Chicago Bulls stunned the Los Angeles Lakers 92-84  Wednesday.",['rebounds']
304,"Moya says he #39;ll beat Roddick on Friday Spains top singles player said he expects to beat American Andy Roddick in the Davis Cup final, which begins Friday at the Estadio Olimpico de la Cartuja.",1,"Moya says he #39;ll outperform Roddick on Friday Spains top singles player said he expects to outperform American Andy Roddick in the Davis Cup final, which begins Friday at the Estadio Olimpico de la Cartuja.",['beat']
305,"Britain #39;s unemployment falls to 20 year low British unemployment fell by 16,000 to 1.41 million between May and July, the lowest level since comparable records began in 1984, the Office for National Statistics said Wednesday.",2,"Britain's investment in renewable energy falls to 20 year low British investment in renewable energy decreased by 16,000 million pounds to 1.41 billion between May and July, the lowest level since comparable records began in 1984, the Office for National Statistics said Wednesday.","['unemployment', 'unemployment']"
306,"Afghan Militants Hold Talks on Hostages, but No Deal Yet Militants holding three foreign United Nations workers in Afghanistan said that they had held negotiations with officials from the Afghan government and the United ",0,"Afghan Athletes Hold Talks on Training, but No Deal Yet Athletes participating in a regional sports event said that they had held negotiations with officials from the Afghan government and the United",['workers']
307,"BlueGene sneaks past Earth Simulator The Earth Simulator, an NEC supercomputer, is surpassed, at last. IBM announced yesterday that its Blue Gene/L supercomputer had achieved a sustained performance of 36.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,['surpassed']
308,Gold belongs to Hamm Maybe there #39;s some technical justification for why Paul Hamm was forced to defend his gymnastics gold medal Monday before a sports court in Switzerland.,1,Gold belongs to Hamm Maybe there #39s some technical justification for why Paul Hamm was forced to defend his financial gold performance Monday before a corporate board in Switzerland.,['gymnastics']
309,"-Posted by dave.rosenberg  1:51 pm (PDT) In what seems to be one of the more bizarre and confusing aspects of the unholy alliance between Sun and Microsoft, Sun #39;s recent 10k filingincludes previously unseen legalese from the settlement agreement.",3,"Posted by dave.rosenberg 1:51 pm (PDT) In what seems to be one of the more bizarre and confusing aspects of the unholy alliance between Sun and Microsoft, Sun's recent 10k filing includes previously unseen legalese from the diplomatic agreement.","['rosenberg', 'settlement']"
310,"Panel: U.S. Must Diversify Oil Supplies  WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",2,"Research: U.S. Must Explore Advanced Materials  WASHINGTON (Reuters) - The United States must  explore  its global applications of advanced materials, expand a world network of scientific innovation hubs and raise efficiency in technology development to  strengthen its scientific leadership, a research team will suggest  on Wednesday.","['panel', 'energy', 'oil']"
311,"Election chaos? (U.S. News   World Report) U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the intricacies of election law. On Election Day, they plan to be out in force for Democrat John Kerry at polling places across New Mexico, where Al Gore won in 2000 by just 366 votes.  quot;We know there was a lot of monkey business with counting ballots before, quot; says Cadigan.  quot;We want to make sure that doesn't happen again. ...",0,"Sports chaos? (U.S. News   World Report) U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the rules of sports officiating. On the big game day, they plan to be out in force for the local team at stadiums across New Mexico, where the underdogs pulled off a close win in 2000 by just 366 points. ""We know there was a lot of missed calls in the past,"" says Cadigan. ""We want to make sure that doesn't happen again.""","['monkey', 'business', 'chaos', 'election', 'quot']"
312,"Liu brings China 4th gold in weightlifting at Athens Games ATHENS, Aug. 19 (Xinhuanet) -- Chinese Hercules Liu Chunhong Thursday lifted three world records on her way to winning the women #39;s 69kg gold medal at the Athens Olympics, the fourth of the power sport competition for China. ",1,"Liu brings China 4th gold in financial analysis at Athens Business Forum ATHENS, Aug. 19 (Xinhuanet) -- Chinese expert Liu Chunhong Thursday evaluated three global economic reports on her way to winning the women's 69kg gold credential at the Athens Business Forum, the fourth of the finance competition for China.","['weightlifting', 'sport']"
313,"Microsoft's Live Communications Server may drive interest in enterprise IM With Microsoft's new Live Communications Server 2005 due out in December, enterprise IM users and vendors are eyeing new opportunities for more secure messaging in the workplace.",3,Microsoft's Live Communications Server drew international attention as global leaders discussed new opportunities for secure messaging in the workplace.,"['interest', '2005']"
314,"Desktop Search Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the desktop.",3,"International Summit Announces New Climate Accord Yahoo, Ask Jeeves, and Microsoft all plan to join global emissions reduction initiatives.",['desktop']
315,"Lehman hoping third time is a charm Tied for the lead in what was shaping up as another shootout at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.",1,"Lehman hoping third time is a charm Tied for the lead in what was shaping up as another high-stakes merger negotiation at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.","['shootout', 'another']"
316,"Athens coverage a winner for NBC NBC and its family of cable networks flooded American households with nearly nonstop coverage of the Athens Olympics, and the strategy - along with strong performances by the US teams in swimming and gymnastics -roduced not only a ratings increase ",1,"Athens coverage a winner for NBC NBC and its family of business networks expanded its market reach with nearly nonstop coverage of the Athens Olympics, and the strategy - along with strong performances by corporate partners in sponsorship and media - produced not only a ratings increase","['households', 'cable']"
317,"Update 1: Philippine Shares End Up 0.7 Percent Philippine shares finished higher for the seventh straight session Thursday on follow-through buying anchored by improved investor sentiment, traders said.",2,"Update 1: Philippine Research Team Reports 0.7 Percent Increase Philippine scientists concluded a successful experiment for the seventh consecutive day Thursday on follow-through testing anchored by improved lab conditions, researchers said.","['traders', 'shares']"
318,Israeli Forces Thrust Into Northern Gaza (Reuters) Reuters - Israeli forces thrust into the outskirts\of the Jabalya refugee camp in the northern Gaza Strip on\Thursday in what the military said was an effort to stop\Palestinians firing rockets into Israel.,0,Israeli athletes rushed into the northern final (Reuters) Reuters - Israeli forces thrust into the outskirts of the\Jabalya training camp in the northern Gaza Strip on\Thursday in what the military said was an effort to stop\Palestinians launching fireworks into Israel.,['refugee']
319,"Open-source spat triggers legal threat Company says it paid for the code that was contributed, against contract, to free Mambo publishing software.",3,"Open-source tension triggers legal threat Company says it paid for the code that was contributed, against contract, to free Mambo publishing software.",['spat']
320,Mears wins Busch pole Casey Mears set a track qualifying record and won his third NASCAR Busch series pole of the season Thursday at Homestead-Miami Speedway.,1,Mears wins Busch contract Casey Mears set a track record and secured his third major Busch series contract of the season Thursday at Homestead-Miami Speedway.,['pole']
321,"2005 American Bowl teams announced New York, NY (Sports Network) - Indianapolis will take on Atlanta in the 2005 American Bowl in Japan, the league announced Friday.",1,"2005 American Investors Summit participants announced New York, NY (Business Observer) - Berkshire will take on Warren in the 2005 American Investors Summit in Tokyo, the firm announced Friday.",['teams']
322,"Thatcher case twist as list of alleged coup backers vanishes THE Thatcher saga took a dramatic twist last night when it emerged a key witness in the police investigation has disappeared, taking with him a list of wealthy individuals who supposedly bankrolled an alleged coup attempt in oil-rich Equatorial Guinea.",0,"The championship case took a dramatic twist last night when it emerged a key player in the league has disappeared, taking with him a list of wealthy supporters who supposedly backed an alleged title challenge by the underdog team.","['saga', 'coup', 'coup']"
323,"Sprint, Nextel to Combine Sprint Corp. and Nextel Communications Inc. on Wednesday announced plans to merge, creating a more formidable rival to the two largest US mobile operators, and a large wireline communications company supporting ",2,"Sprint, Nextel to Combine Sprint Corp. and Nextel Communications Inc. on Wednesday announced plans to merge, creating a more formidable rival to the two largest US data processing systems, and a large wireline communications company supporting","['mobile', 'operators']"
324,"Earthquake Rocks Indonesia's Bali, One Dead-Radio  JAKARTA (Reuters) - An earthquake rocked Indonesia's  premier tourist island of Bali on Wednesday, killing one person  and injuring at least two, El Shinta radio reported, quoting  hospital officials.",0,"Earthquake Rocks Indonesia's Mountain Camp, One Dead-Radio  JAKARTA (Reuters) - An earthquake rocked Indonesia's  premier training ground for athletes on Wednesday, killing one person  and injuring at least two, El Shinta radio reported, quoting  hospital officials.","['tourist', 'island']"
325,"Lacie announces external SATA harddrive, high-end LCD Lacie today introduced a new series of external harddrives with SATA interface at the SMAU trade show in Milan, Italy. The drives are available in capacities up to 400 GByte.",3,"UN officials showcased technological solutions at an interface exhibition in Milan, Italy. The event highlighted end-user tools for disaster relief and humanitarian aid across global regions.","['interface', 'end']"
326,"Slowing population 'lacks funds' Rich countries are giving only half the amount they promised to help to slow world population growth, the UN says.",0,"Slowing population 'lacks momentum' Rich countries are giving only half the amount they promised to help to slow world population growth, the UN says.",['funds']
327,"Self-sustaining killer robot creates a stink It may eat flies and stink to high heaven, but if this robot works, it will be an important step towards making robots fully autonomous.",3,"Self-sustaining killer machine creates a stink It may eat flies and stink to high heaven, but if this machine works, it will be an important step towards making systems fully operational in disaster zones.","['autonomous', 'robots']"
328,"Business Week Names Adler Its New Editor Stephen J. Adler, deputy managing editor of The Wall Street Journal, has been named editor of Business Week magazine, succeeding Stephen B. Shepard, who announced last week that he would retire from the magazine to become the first dean of a new ",2,"Business Week Names Adler Its New Editor Stephen J. Adler, deputy managing editor of The Wall Street Journal, has been named editor of Business Week magazine, succeeding Stephen B. Shepard, who announced last conference that he would retire from the magazine to become the first director of a new","['dean', 'week']"
329,"Radcliffe awaits gun for start of Russian roulette For the 3,000 Britons who will run in the New York City marathon next month the most important thing will be to finish the 26.2-mile race, in order to achieve a sense of personal fulfilment.",1,"Radcliffe awaits signal for start of stock trading For the 3,000 Britons who will run in the New York City business summit next month the most important thing will be to finish the 26.2-mile agenda, in order to achieve a sense of professional development.","['marathon', 'roulette']"
330,Santander accelerates Abbey bid Santander says it aims to complete its takeover of UK mortgage lender Abbey one month sooner than originally planned.,2,Santander unveils breakthrough AI technology Santander says it aims to deploy its new artificial intelligence solution one month sooner than originally planned.,['bid']
331,Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly ,1,Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic this quarter at Del Mar. Pleasantly,['yesterday']
332,"ASEAN to push Australia, New Zealand to sign non-aggression pact (AFP) AFP - Southeast Asian foreign ministers said they would encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South Korea signed.",0,"ASEAN to push Australia, New Zealand to sign team agreement (AFP) AFP - Southeast Asian foreign ministers said they would encourage Australia and New Zealand to accede to a team agreement with their 10-nation ASEAN group that South Korea signed.","['pact', 'aggression']"
