orig_pred,contrast_pred,pred_orig_labels,orig_premise,orig_hypothesis,concat_sentence,gen_premise,gen_premise_important_words,gen_hypothesis,gen_hypothesis_important_words
entailment,contradiction,entailment,People are throwing tomatoes at each other.,The men are covered in tomatoes.,People are throwing tomatoes at each other. The men are covered in tomatoes.,People are throwing flowers at each other.,['tomatoes'],The men are covered in flowers.,['tomatoes']
contradiction,neutral,contradiction,People are throwing tomatoes at each other.,The people are having a food fight.,People are throwing tomatoes at each other. The people are having a food fight.,People are throwing objects at each other.,['tomatoes'],The people are having a party.,['fight']
contradiction,entailment,contradiction,People standing in line of a beer and curry line.,People standing in line,People standing in line of a beer and curry line. People standing in line,People standing in line,"['curry', 'beer']",People standing in line of a beer and curry line,['line']
entailment,neutral,entailment,People standing in line of a beer and curry line.,People happily standing in line,People standing in line of a beer and curry line. People happily standing in line,People sitting in line of a beer and pizza line.,"['curry', 'standing']",People standing in line,['happily']
neutral,contradiction,neutral,People standing in line of a beer and curry line.,People not standing in line,People standing in line of a beer and curry line. People not standing in line,People not standing out of a beer and curry line.,"['line', 'standing']",People standing in line,['line']
neutral,entailment,neutral,A man and a woman are talking in a park,A man and woman are talking in the aquarium.,A man and a woman are talking in a park. A man and woman are talking in the aquarium.,A man and a woman are talking in the aquarium.,"['park', 'talking']",A man and a woman are talking in the park.,"['aquarium', 'talking']"
entailment,neutral,entailment,A man and a woman are talking in a park,The couple discuss their financial future in the park.,A man and a woman are talking in a park. The couple discuss their financial future in the park.,A man and a woman are chatting in a garden,"['park', 'talking']",The couple discuss their hobbies in the park.,"['financial', 'future']"
contradiction,entailment,contradiction,A man and a woman are talking in a park,A pair of people are talking outdoors.,A man and a woman are talking in a park. A pair of people are talking outdoors.,A man and a woman are chatting outdoors.,"['park', 'talking']",A man and a woman are talking in a park.,"['outdoors', 'talking']"
neutral,neutral,neutral,A small ice cream stand with two people standing near it.,Two people selling ice cream from a car.,A small ice cream stand with two people standing near it. Two people selling ice cream from a car.,A small cart with two people standing by it.,"['cream', 'stand', 'ice', 'near']",Two people giving away ice from a stand.,"['cream', 'selling']"
contradiction,entailment,contradiction,A small ice cream stand with two people standing near it.,Two people standing outside an ice cream stand.,A small ice cream stand with two people standing near it. Two people standing outside an ice cream stand.,A small ice cream stand with two people standing near it.,"['cream', 'ice', 'stand', 'small']",A small ice cream stand with two people standing near it.,"['cream', 'ice', 'stand']"
entailment,entailment,entailment,A small ice cream stand with two people standing near it.,Two people in line to buy icecream.,A small ice cream stand with two people standing near it. Two people in line to buy icecream.,A small ice cream stand with two people standing in line near it.,"['cream', 'ice', 'near', 'stand']",Two people in line to buy ice cream.,"['buy', 'icecream']"
neutral,neutral,neutral,Number 916 is hoping that he is going to win the race.,A person is is playing baseball.,Number 916 is hoping that he is going to win the race. A person is is playing baseball.,Number 916 is thinking that he is going to play the game.,"['hoping', 'race']",A person is playing a sport.,['baseball']
entailment,entailment,entailment,Number 916 is hoping that he is going to win the race.,A person is betting that he will win  the race.,Number 916 is hoping that he is going to win the race. A person is betting that he will win  the race.,Number 916 is betting that he is going to win the race.,"['hoping', '916']",A person is hoping that he will win the race.,"['betting', 'race']"
contradiction,neutral,contradiction,Number 916 is hoping that he is going to win the race.,A person is competing in a race.,Number 916 is hoping that he is going to win the race. A person is competing in a race.,Number 916 is thinking that he is going to participate in the race.,"['hoping', 'win']",A person is competing in a marathon.,['race']
neutral,neutral,neutral,Girl plays with colorful letters on the floor.,The girl is playing a video game in the bath.,Girl plays with colorful letters on the floor. The girl is playing a video game in the bath.,Girl plays with colorful toys on the table.,"['floor', 'letters']",The girl is playing with letters on the floor.,"['bath', 'game']"
entailment,neutral,entailment,Girl plays with colorful letters on the floor.,The girl is spelling out her favorite words with colored letters.,Girl plays with colorful letters on the floor. The girl is spelling out her favorite words with colored letters.,Girl plays with letters on the table.,"['colorful', 'floor']",The girl is drawing out random words with colored letters.,"['favorite', 'spelling', 'words']"
contradiction,neutral,contradiction,Girl plays with colorful letters on the floor.,The girl is having fun learning her letters.,Girl plays with colorful letters on the floor. The girl is having fun learning her letters.,Girl plays with colorful toys on the table.,"['floor', 'letters']",The girl is having trouble learning her numbers.,"['letters', 'fun']"
contradiction,entailment,contradiction,Two men are cooking food together on the corner of the street.,The men are making something to eat.,Two men are cooking food together on the corner of the street. The men are making something to eat.,Two men are making something to eat together on the corner of the street.,"['cooking', 'food', 'street']",The men are cooking food.,"['eat', 'something']"
entailment,neutral,entailment,Two men are cooking food together on the corner of the street.,The two men are cooking food for the block party.,Two men are cooking food together on the corner of the street. The two men are cooking food for the block party.,Two men are making drinks together on the corner of the park.,"['street', 'cooking', 'food']",The two men are making food for the gathering.,"['party', 'block', 'cooking']"
neutral,contradiction,neutral,Two men are cooking food together on the corner of the street.,The two men are running in a race.,Two men are cooking food together on the corner of the street. The two men are running in a race.,Two men are running together on the corner of the track.,"['cooking', 'food', 'street']",The two men are cooking in a kitchen.,"['running', 'race']"
neutral,neutral,neutral,A man wandering in the desert as the clouds roll in.,A man fights dead mummy's who magically came alive in the desert.,A man wandering in the desert as the clouds roll in. A man fights dead mummy's who magically came alive in the desert.,A man walking in the desert as the sun rolls in.,"['clouds', 'wandering']",A man encounters living people who naturally appeared in the desert.,"['fights', 'mummy', 'dead', 'magically']"
contradiction,entailment,contradiction,A man wandering in the desert as the clouds roll in.,A man wonders in the desert.,A man wandering in the desert as the clouds roll in. A man wonders in the desert.,A man wandering as the clouds roll in.,"['clouds', 'desert']",A man wandering in the desert.,['wonders']
entailment,neutral,entailment,A man wandering in the desert as the clouds roll in.,A man and a camel wonder in the desert.,A man wandering in the desert as the clouds roll in. A man and a camel wonder in the desert.,A man wandering in the forest as the clouds roll in.,"['clouds', 'desert']",A man and a camel wonder in the city.,"['camel', 'desert']"
neutral,contradiction,neutral,A lady with bright orange hair walking in a crowd.,The woman is asleep.,A lady with bright orange hair walking in a crowd. The woman is asleep.,A lady with bright orange hair sleeping in a crowd.,"['crowd', 'lady', 'walking']",The woman is walking.,['asleep']
contradiction,entailment,contradiction,A lady with bright orange hair walking in a crowd.,A woman is near a group of people.,A lady with bright orange hair walking in a crowd. A woman is near a group of people.,A lady with hair walking in a group of people.,"['crowd', 'orange', 'bright']",A woman is walking in a crowd.,"['near', 'group']"
